N	Z	Q(b3n)
145	91	-16307.805
144	92	-20308.793
143	93	-21340.085
142	94	-24934
141	95	-21838.58
140	96	-26002.42
139	97	1010
148	89	-11008.07
147	90	-15053.727
146	91	-15416.367
145	92	-19337.45
144	93	-20131.901
143	94	-24101
142	95	1010
141	96	-24999
140	97	1010
139	98	1010
148	90	-14338.87
147	91	-14694.954
146	92	-18431.961
145	93	-19462.744
144	94	-23062.343
143	95	-24305.365
142	96	-24331
141	97	1010
140	98	1010
149	90	-13278.19
148	91	-13843.83
147	92	-17544.469
146	93	-18291.417
145	94	-22159.117
144	95	-23100.875
143	96	1010
142	97	-24435
141	98	1010
140	99	1010
149	91	-13183.57
148	92	-16834.256
147	93	-17484.027
146	94	-21095.74
145	95	-22401.679
144	96	-26062
143	97	-22938
142	98	1010
141	99	1010
150	91	-12268.52
149	92	-15905.33
148	93	-16564.03
147	94	-20280.847
146	95	-21089.884
145	96	-25097
144	97	1010
143	98	-26018
142	99	1010
141	100	1010
150	92	-15377.46
149	93	-15820.72
148	94	-19305.031
147	95	-20410.322
146	96	-24136
145	97	-25195.75
144	98	-25247
143	99	1010
142	100	1010
151	92	-14368.88
150	93	-14915.59
149	94	-18437.857
148	95	-19136.903
147	96	-23116.591
146	97	-23885
145	98	-23761
144	99	-26541.48
143	100	1010
151	93	-14460.65
150	94	-17852.696
149	95	-18649.91
148	96	-22216.85
147	97	-23282.669
146	98	-24787
145	99	-23213.57
144	100	1010
152	93	-13469.31
151	94	-17110.753
150	95	-17587.877
149	96	-21559.122
148	97	-22168.296
147	98	1010
146	99	-24993.92
145	100	1010
144	101	1010
152	94	-16545.35
151	95	-16967.18
150	96	-20776.72
149	97	-21723.375
148	98	-25306
147	99	-21566
146	100	1010
145	101	1010
153	94	-15486.09
152	95	-16052.43
151	96	-19818.819
150	97	-20624.743
149	98	-24655.564
148	99	-22413
147	100	-25954.31
146	101	1010
153	95	-15133.04
152	96	-19066
151	97	-19999.62
150	98	-23665
149	99	1010
148	100	-25890
147	101	1010
146	102	1010
154	95	-14158.99
153	96	-18078.051
152	97	-18845.481
151	98	-22983
150	99	-23550
149	100	-24391.43
148	101	1010
147	102	1010
154	96	-17254.236
153	97	-17949.543
152	98	-21945
151	99	-23104
150	100	-23630.29
149	101	-23925.53
148	102	1010
155	96	-16128.88
154	97	-16830.03
153	98	-20919.219
152	99	-21933.623
151	100	1010
150	101	-24623
149	102	1010
148	103	1010
156	96	-15327.62
155	97	-15987.01
154	98	-19862
153	99	-20970.756
152	100	-25018
151	101	-22874
150	102	1010
149	103	1010
156	97	-14890.66
155	98	-18760.9
154	99	-19665.452
153	100	-23994
152	101	1010
151	102	-24118
150	103	1010
149	104	1010
157	97	-14300.73
156	98	-17886.853
155	99	-18674.64
154	100	-22524
153	101	-23990.12
152	102	-24759
151	103	1010
150	104	1010
157	98	-17027.7
156	99	-17389.71
155	100	-21513.376
154	101	-22597.216
153	102	1010
152	103	-25593
151	104	1010
150	105	1010
158	98	-16553
157	99	-16914.24
156	100	-20381.02
155	101	-21589.36
154	102	-25496.67
153	103	-23449.086
152	104	1010
151	105	1010
158	99	-16184.67
157	100	-19607.23
156	101	-20379.102
155	102	-24202
154	103	-22640
153	104	-26243
152	105	1010
159	99	-15770
158	100	-19067
157	101	-19874.67
156	102	-22890
155	103	1010
154	104	-25092
153	105	1010
152	106	1010
159	100	-18436
158	101	-18819
157	102	-22518
156	103	-22912
155	104	-24000
154	105	1010
153	106	1010
160	100	-17713
159	101	-18355
158	102	-21704
157	103	-22290
156	104	1010
155	105	-23758
154	106	1010
153	107	1010
160	101	-17573
159	102	-21034
158	103	-21556.2
157	104	-25073
156	105	-23475
155	106	1010
154	107	1010
161	101	-17127
160	102	-20382
159	103	-20898.63
158	104	-24084
157	105	-21476.82
156	106	-27544
155	107	1010
161	102	-19790
160	103	-19982
159	104	-23722
158	105	1010
157	106	-25278
156	107	1010
155	108	1010
162	102	-19057
161	103	-19638
160	104	-22833
159	105	-23373
158	106	-26117
157	107	1010
156	108	1010
162	103	-18755
161	104	-22336
160	105	-22578.63
159	106	1010
158	107	-24187
157	108	1010
156	109	1010
163	103	-17848
162	104	-21748
161	105	-22023.26
160	106	-25368
159	107	-22300.89
158	108	1010
157	109	1010
163	104	-20597
162	105	-21421
161	106	-24905
160	107	1010
159	108	-26210
158	109	1010
157	110	1010
164	104	-19437
163	105	-20592
162	106	-24161
161	107	-24815
160	108	-27260
159	109	1010
158	110	1010
164	105	-19145
163	106	-23005
162	107	-24197
161	108	-24206
160	109	-27145
159	110	1010
165	105	-18159
164	106	-22127
163	107	-22974.78
162	108	-25008
161	109	-25385
160	110	1010
165	106	-20550
164	107	-21546
163	108	-23930
162	109	-25147
161	110	1010
166	106	-19380
165	107	-20443
164	108	1010
163	109	-21874
162	110	1010
161	111	1010
167	106	-19262
166	107	-18988
165	108	-23480
164	109	-22574
163	110	1010
162	111	1010
167	107	-18715
166	108	-22329
165	109	-21096
164	110	-24678
163	111	1010
168	107	-18053
167	108	-21461
166	109	-22308
165	110	-22649
164	111	1010
168	108	-20857
167	109	1010
166	110	-23082
165	111	1010
164	112	1010
169	108	-20662
168	109	-20986
167	110	-21408
166	111	1010
165	112	1010
169	109	-20678
168	110	1010
167	111	-22490
166	112	1010
165	113	1010
170	109	-19978
169	110	-22910
168	111	-23940
167	112	1010
166	113	1010
170	110	-22539
169	111	-20318
168	112	-26272
167	113	1010
171	110	-22035
170	111	-21813
169	112	-24636
168	113	1010
171	111	-21050
170	112	-23897
169	113	1010
172	111	-22645
171	112	-22402
170	113	1010
172	112	-24695
171	113	1010
173	112	-21394
172	113	1010
171	114	1010
173	113	1010
172	114	1010
174	113	-23715
173	114	1010
172	115	1010
174	114	1010
173	115	1010
175	114	-22292
174	115	1010
173	116	1010
175	115	1010
174	116	1010
176	115	-24611
175	116	1010
174	117	1010
176	116	1010
175	117	1010
177	116	-23116
176	117	1010
175	118	1010
177	117	1010
176	118	1010
177	118	1010
