N	Z	Q(b2n)
71	59	-27004.225
70	60	-34953
69	61	-32807
68	62	1010
67	63	1010
83	48	1364.68
82	49	-3561.114
81	50	-8785.422
80	51	-11119.706
79	52	-12846.506
78	53	-14889.362
77	54	-17057.012
76	55	-19138.228
75	56	-21501.946
74	57	-23624.396
73	58	-26077.514
72	59	-28128.623
71	60	-31030
70	61	-33925
69	62	1010
68	63	1010
84	48	3477.31
83	49	1581.31
82	50	-10400.28
81	51	-8425.257
80	52	-14394.665
79	53	-11965.667
78	54	-18521.855
77	55	-16037.148
76	56	-22950.258
75	57	-20443.359
74	58	-27438.139
73	59	-24759.886
72	60	-32172
71	61	-30264
70	62	-37398
69	63	1010
85	48	7963
84	49	3665.29
83	50	-5034.94
82	51	-9854.127
81	52	-11631.909
80	53	-13615.57
79	54	-15727.33
78	55	-17529.643
77	56	-19926.966
76	57	-21928.578
75	58	-24260.194
74	59	-26312.178
73	60	-28551.726
72	61	-31418
71	62	-34104
70	63	1010
69	64	1010
85	49	8741.05
84	50	-2939.289
83	51	-4974.985
82	52	-12975.143
81	53	-10922.769
80	54	-17110.689
79	55	-14598.799
78	56	-21369.055
77	57	-18890.32
76	58	-25762.038
75	59	-23244.819
74	60	-30161.681
73	61	-27803
72	62	-35294
71	63	1010
70	64	1010
86	49	8203.33
85	50	2147.632
84	51	-2900.196
83	52	-7983.92
82	53	-12288.023
81	54	-14488.472
80	55	-16170.862
79	56	-18498.965
78	57	-20367.932
77	58	-22821.406
76	59	-24746.122
75	60	-26948.594
74	61	-28938.709
73	62	-31763
72	63	-34269
71	64	1010
70	65	1010
86	50	1979.11
85	51	1883.566
84	52	-6509.336
83	53	-7563.806
82	54	-15680.628
81	55	-13531.496
80	56	-19811.12
79	57	-17347.22
78	58	-24123.233
77	59	-21836.63
76	60	-28603.166
75	61	-25946.611
74	62	-33025
73	63	-31084
72	64	1010
71	65	1010
87	50	3758.86
86	51	1555.091
85	52	-1657.901
84	53	-6082.114
83	54	-10944.212
82	55	-14837.741
81	56	-17220.578
80	57	-18667.18
79	58	-21125.579
78	59	-23130.859
77	60	-25700.279
76	61	-27358.263
75	62	-30022
74	63	-31969
73	64	-34530
72	65	1010
88	50	3506
87	51	3743.97
86	52	-2293.356
85	53	-1693.371
84	54	-9775.953
83	55	-10142.542
82	56	-18367.01
81	57	-16155.939
80	58	-22370.94
79	59	-20075.087
78	60	-26980.447
77	61	-24272.231
76	62	-31397.093
75	63	-28803
74	64	-35741
73	65	1010
72	66	1010
88	51	3373.52
87	52	8.547
86	53	-2218.262
85	54	-5241.385
84	55	-9122.321
83	56	-13915.704
82	57	-17452.412
81	58	-19891
80	59	-21379.206
79	60	-24084.439
78	61	-25616.72
77	62	-28404.177
76	63	-30328
75	64	-32807
74	65	1010
73	66	1010
89	51	5614.84
88	52	-519.461
87	53	233.711
86	54	-6242.041
85	55	-4931.104
84	56	-12890.961
83	57	-12892.147
82	58	-21090.08
81	59	-18815.506
80	60	-25455.92
79	61	-22853.448
78	62	-29848.9
77	63	-27471.663
76	64	-34256
75	65	-31694
74	66	1010
73	67	1010
89	52	1829
88	53	-402.36
87	54	-3638.793
86	55	-5705.814
85	56	-8646.833
84	57	-12127.037
83	58	-16757.5
82	59	-20144.404
81	60	-22835.438
80	61	-24285.334
79	62	-26678.456
78	63	-28436.396
77	64	-31236.387
76	65	-33041
75	66	1010
74	67	1010
90	52	1083.27
89	53	2073.834
88	54	-4321.938
87	55	-3390.236
86	56	-9667.124
85	57	-8087.279
84	58	-15984.19
83	59	-15677.115
82	60	-23883.947
81	61	-21828.763
80	62	-28143.31
79	63	-25673.971
78	64	-32619.88
77	65	-29872
76	66	-37003
75	67	1010
74	68	1010
91	52	3484
90	53	1427.79
89	54	-1868.367
88	55	-4083.523
87	56	-7145.092
86	57	-8878.066
85	58	-11732.424
84	59	-15017.252
83	60	-19621.854
82	61	-23169.242
81	62	-25733.713
80	63	-27159.71
79	64	-29833.097
78	65	-31179.242
77	66	-33947
76	67	1010
75	68	1010
91	53	3806.71
90	54	-2497.095
89	55	-1570.407
88	56	-7885.898
87	57	-6459.553
86	58	-12786.154
85	59	-10943.16
84	60	-18748.433
83	61	-18571.964
82	62	-26794.479
81	63	-24802.216
80	64	-31342.623
79	65	-28391.099
78	66	-35462.569
77	67	-32901
76	68	1010
75	69	1010
92	53	3120.91
91	54	37.699
90	55	-2261.382
89	56	-5487.381
88	57	-7371.731
87	58	-10141.549
86	59	-11766.317
85	60	-14613.995
84	61	-17893.253
83	62	-22552.566
82	63	-25902.876
81	64	-28647.488
80	65	-30275.621
79	66	-32337.493
78	67	-34170
77	68	1010
76	69	1010
92	54	-827.069
91	55	55.49
90	56	-6233.283
89	57	-4757.695
88	58	-11027.29
87	59	-9075.505
86	60	-15652.455
85	61	-13631.39
84	62	-21519.746
83	63	-21500.548
82	64	-29859.983
81	65	-27335.962
80	66	-34088.038
79	67	-30773.206
78	68	-38373
77	69	1010
93	54	1306.97
92	55	-644.666
91	56	-3571.349
90	57	-5754.078
89	58	-8530.691
88	59	-10154.81
87	60	-13021.947
86	61	-14533.336
85	62	-17417.099
84	63	-20762.994
83	64	-25197.276
82	65	-28642.542
81	66	-31218.565
80	67	-32823.286
79	68	-35167.406
78	69	1010
94	54	424.84
93	55	1501.185
92	56	-4689.54
91	57	-3216.305
90	58	-9860.29
89	59	-7752.241
88	60	-14096.235
87	61	-12011.498
86	62	-18361.277
85	63	-16356.477
84	64	-24648.551
83	65	-24118.994
82	66	-32757.629
81	67	-29811.779
80	68	-36729.962
79	69	1010
78	70	1010
94	55	360
93	56	-2485.16
92	57	-4348.67
91	58	-7368.538
90	59	-9035.367
89	60	-11475.98
88	61	-12940.302
87	62	-15733.336
86	63	-17226.537
85	64	-20526.867
84	65	-23435.45
83	66	-28084.95
82	67	-31197.263
81	68	-33910
80	69	1010
79	70	1010
95	55	2636
94	56	-3688
93	57	-2127.1
92	58	-8454.119
91	59	-7035.228
90	60	-12956.646
89	61	-10403.03
88	62	-16893.722
87	63	-14665.14
86	64	-21374.953
85	65	-19395.071
84	66	-27460.905
83	67	-26609.477
82	68	-35208
81	69	-32434
80	70	1010
79	71	1010
96	55	2021
95	56	-1314
94	57	-3201.77
93	58	-6328.32
92	59	-8546.827
91	60	-11021.264
90	61	-12392.93
89	62	-14277.754
88	63	-15667.861
87	64	-18841.728
86	65	-20066.172
85	66	-23232.313
84	67	-26023.598
83	68	-30526.567
82	69	-33721.411
81	70	1010
80	71	1010
96	56	-1853
95	57	-833
94	58	-6899.3
93	59	-6221.614
92	60	-12694.916
91	61	-10345.704
90	62	-16112.777
89	63	-13266.401
88	64	-19743.28
87	65	-17549.496
86	66	-24314.749
85	67	-21910.39
84	68	-30145.362
83	69	-29274.892
82	70	-37824
81	71	1010
97	56	662
96	57	-1157
95	58	-4386.62
94	59	-6768.777
93	60	-10087.518
92	61	-12214.631
91	62	-14049.714
90	63	-15321.009
89	64	-17401.617
88	65	-18703.458
87	66	-21662.632
86	67	-22888.642
85	68	-25837.102
84	69	-28589
83	70	-33243
82	71	1010
81	72	1010
97	57	1155
96	58	-4734.97
95	59	-4188.28
94	60	-10573.5
93	61	-9871.99
92	62	-15709.795
91	63	-13173.524
90	64	-19131.681
89	65	-16180.373
88	66	-22937.277
87	67	-20288.02
86	68	-26976.984
85	69	-24249.118
84	70	-32653
83	71	1010
82	72	1010
98	57	698
97	58	-2499.42
96	59	-4227.615
95	60	-7778.744
94	61	-10523.488
93	62	-12966.474
92	63	-15077.866
91	64	-16898.944
90	65	-18249.52
89	66	-20285.303
88	67	-21709.605
87	68	-24362.311
86	69	-25560.149
85	70	-28222.18
84	71	-31390
83	72	1010
82	73	1010
98	58	-2819
97	59	-2025.86
96	60	-8124.93
95	61	-7851.724
94	62	-13768.158
93	63	-12522.446
92	64	-18521.224
91	65	-15839.052
90	66	-22031.65
89	67	-19016.041
88	68	-25925.851
87	69	-23039.493
86	70	-29686.527
85	71	-27159.648
84	72	1010
83	73	1010
99	58	-736
98	59	-2399.45
97	60	-5664.25
96	61	-8249.487
95	62	-11003.036
94	63	-13531.686
93	64	-15715.994
92	65	-17750.445
91	66	-19527.112
90	67	-20764.224
89	68	-22906.213
88	69	-24376.121
87	70	-27018.063
86	71	-28236
85	72	-31056
84	73	1010
83	74	1010
99	59	1
98	60	-6033.2
97	61	-5869.117
96	62	-11307.704
95	63	-10863.523
94	64	-16741.432
93	65	-15084.241
92	66	-21070.455
91	67	-18118.655
90	68	-24617.455
89	69	-21587.381
88	70	-28402.932
87	71	-25487.659
86	72	-32191
85	73	1010
84	74	1010
100	59	-769
99	60	-3652.87
98	61	-6019.336
97	62	-8892.091
96	63	-11362.67
95	64	-13940.642
94	65	-16250.637
93	66	-18478.33
92	67	-20081.88
91	68	-21966.625
90	69	-23287.519
89	70	-25524.685
88	71	-26947.846
87	72	-29351.681
86	73	-30877
85	74	1010
84	75	1010
100	60	-4187
99	61	-3894.18
98	62	-9122.239
97	63	-8934.185
96	64	-14613.624
95	65	-13572.009
94	66	-19627.65
93	67	-17220.246
92	68	-23503.67
91	69	-20434.437
90	70	-27095.234
89	71	-24310.055
88	72	-30907.118
87	73	-28321.24
86	74	1010
85	75	1010
101	60	-2176
100	61	-4170.82
99	62	-6771.706
98	63	-9373.352
97	64	-12116.007
96	65	-14437.198
95	66	-16868.467
94	67	-18779.011
93	68	-20772.527
92	69	-22202.58
91	70	-24273.154
90	71	-25852.224
89	72	-28013.764
88	73	-29357
87	74	-31961
86	75	1010
85	76	1010
101	61	-2278
100	62	-7191.78
99	63	-6896.3
98	64	-12586.691
97	65	-12145.859
96	66	-17941.384
95	67	-16119.215
94	68	-22173.818
93	69	-19454.22
92	70	-25699.199
91	71	-23043.121
90	72	-29437.547
89	73	-26546.025
88	74	-33212
87	75	1010
86	76	1010
102	61	-2720
101	62	-5071
100	63	-7276.49
99	64	-9995.675
98	65	-12682.908
97	66	-15325.955
96	67	-17319.649
95	68	-19410.5
94	69	-21031.087
93	70	-22879.542
92	71	-24618.645
91	72	-26705.146
90	73	-28121.357
89	74	-30160.329
88	75	-31930
87	76	1010
102	62	-5550
101	63	-5197
100	64	-10241.64
99	65	-10039.12
98	66	-16068.493
97	67	-14790.191
96	68	-20607.742
95	69	-18219.859
94	70	-24328.456
93	71	-21615.946
92	72	-28180.554
91	73	-25425.103
90	74	-31868.904
89	75	-29162.331
88	76	1010
87	77	1010
103	62	-3312
102	63	-5515
101	64	-8034
100	65	-10328.07
99	66	-13376.628
98	67	-15874.331
97	68	-17935.461
96	69	-19772.198
95	70	-21646.61
94	71	-23320.904
93	72	-25243.436
92	73	-27081.886
91	74	-28996.391
90	75	-30402
89	76	1010
88	77	1010
103	63	-3297
102	64	-8595.46
101	65	-8059.46
100	66	-13745.348
99	67	-13271.646
98	68	-19164.477
97	69	-17012.958
96	70	-23095.544
95	71	-20345.388
94	72	-26718.818
93	73	-24012.527
92	74	-30507.819
91	75	-27563.585
90	76	-34043
89	77	1010
88	78	1010
104	63	-3540
103	64	-6390
102	65	-8458.37
101	66	-11175.4
100	67	-13903.273
99	68	-16504.542
98	69	-18391.303
97	70	-20291.296
96	71	-22008.249
95	72	-23762.787
94	73	-25632.498
93	74	-27599
92	75	-29191
91	76	-31001.435
90	77	1010
89	78	1010
104	64	-6623
103	65	-6282.13
102	66	-11632.02
101	67	-11277.77
100	68	-17245.441
99	69	-15860.709
98	70	-21703.091
97	71	-19351.037
96	72	-25405.414
95	73	-22648.385
94	74	-29141.898
93	75	-26500.728
92	76	-32775.045
91	77	-30067.765
90	78	1010
105	64	-4368
104	65	-6540.18
103	66	-9459.18
102	67	-11649.506
101	68	-14521.221
100	69	-16827.37
99	70	-19018.61
98	71	-20758.981
97	72	-22508.459
96	73	-24333.783
95	74	-26217.552
94	75	-28049.644
93	76	-29787.845
92	77	-31415
91	78	1010
90	79	1010
105	65	-4306
104	66	-9745.02
103	67	-9391.02
102	68	-14938.378
101	69	-14357.487
100	70	-19839.975
99	71	-18089.119
98	72	-24002.58
97	73	-21387.443
96	74	-27638.218
95	75	-25073.502
94	76	-31353
93	77	-28444.11
92	78	1010
91	79	1010
106	65	-4577
105	66	-7534.44
104	67	-9739.38
103	68	-12586.384
102	69	-14976.999
101	70	-17366.559
100	71	-19255.724
99	72	-21283.552
98	73	-22945.193
97	74	-24819.56
96	75	-26669.984
95	76	-28368.042
94	77	-30046.996
93	78	-31824.288
92	79	1010
91	80	1010
106	66	-7913
105	67	-7517.61
104	68	-12830.407
103	69	-12752.789
102	70	-18091.783
101	71	-16626.92
100	72	-22407.198
99	73	-20182.141
98	74	-26322.062
97	75	-23742.495
96	76	-30026.26
95	77	-27217.459
94	78	-33487.779
93	79	1010
92	80	1010
107	66	-5562
106	67	-7773
105	68	-10585.61
104	69	-13089.051
103	70	-15864.884
102	71	-17593.872
101	72	-19834.146
100	73	-21453.085
99	74	-23619.738
98	75	-25393.272
97	76	-27163.868
96	77	-28940.995
95	78	-30518.134
94	79	-32247
93	80	1010
107	67	-5348
106	68	-10717.29
105	69	-10752
104	70	-16350.051
103	71	-15312.547
102	72	-20659.313
101	73	-18786.218
100	74	-24843.412
99	75	-22572.101
98	76	-28758.348
97	77	-25913.891
96	78	-32093
95	79	-29268.64
94	80	1010
108	67	-5692
107	68	-8539.78
106	69	-10901.99
105	70	-13956.632
104	71	-15898.402
103	72	-18229.934
102	73	-19823.902
101	74	-22221.568
100	75	-23992.765
99	76	-25979.51
98	77	-27593.923
97	78	-29026.32
96	79	-30848.587
95	80	1010
108	68	-8907.78
107	69	-8566.78
106	70	-14060.196
105	71	-13680.197
104	72	-18980.308
103	73	-17280.921
102	74	-23111.138
101	75	-21210.435
100	76	-27371.836
99	77	-24683.635
98	78	-30841.126
97	79	-27892.794
96	80	1010
95	81	1010
109	68	-6689
108	69	-8914.83
107	70	-11959.856
106	71	-14044.591
105	72	-16617.03
104	73	-18226.875
103	74	-20556.055
102	75	-22306.623
101	76	-24697.436
100	77	-26489.874
99	78	-28097.589
98	79	-29714.793
97	80	1010
96	81	1010
109	69	-6768.8
108	70	-12452.277
107	71	-11903.974
106	72	-17215
105	73	-16101.41
104	74	-21489.126
103	75	-19698.147
102	76	-25827.152
101	77	-23460.791
100	78	-29743.291
99	79	-26695.478
98	80	-33041
97	81	1010
96	82	1010
110	69	-6758
109	70	-10294.75
108	71	-12320.515
107	72	-14890.948
106	73	-16800.688
105	74	-19170.882
104	75	-20778.207
103	76	-23114.509
102	77	-24851.502
101	78	-26865.516
100	79	-28348.623
99	80	-29741.984
98	81	1010
97	82	1010
110	70	-10402.65
109	71	-10383.75
108	72	-15323.601
107	73	-14669.448
106	74	-20127.747
105	75	-18436.029
104	76	-24252.704
103	77	-22122.894
102	78	-28252.021
101	79	-25420.663
100	80	-31599.079
99	81	-28973.699
98	82	1010
111	70	-8170.13
110	71	-10474.692
109	72	-13188.138
108	73	-15286.845
107	74	-17811.266
106	75	-19644.315
105	76	-21613.29
104	77	-23346.338
103	78	-25528.427
102	79	-27089.816
101	80	-28523.426
100	81	-30991.706
99	82	1010
111	71	-8240.8
110	72	-13258.4
109	73	-12937.315
108	74	-18552.99
107	75	-17228.401
106	76	-22774.185
105	77	-20758.805
104	78	-26716.555
103	79	-24193.031
102	80	-30457.061
101	81	-27520.953
100	82	1010
112	71	-8453.468
111	72	-10987.12
110	73	-13185.29
109	74	-15988.87
108	75	-18403.879
107	76	-20335.042
106	77	-21971.574
105	78	-24043.798
104	79	-25670.639
103	80	-27148.418
102	81	-29612.481
101	82	1010
113	71	-6503.23
112	72	-11210.94
111	73	-10736.48
110	74	-16402.479
109	75	-15758.275
108	76	-21347.602
107	77	-19585.269
106	78	-25180.702
105	79	-22884.632
104	80	-29183.208
103	81	-26190.298
102	82	1010
101	83	1010
114	71	-6744.32
113	72	-9166.324
112	73	-11171.87
111	74	-13721.372
110	75	-16301.201
109	76	-18749.169
108	77	-20705.844
107	78	-22641.649
106	79	-24204.91
105	80	-25730.919
104	81	-28329.415
103	82	1010
102	83	1010
114	72	-9725.285
113	73	-9044.88
112	74	-14428.716
111	75	-13816.639
110	76	-19534.16
109	77	-17978.575
108	78	-23688.402
107	79	-21508.813
106	80	-27808.277
105	81	-24977.723
104	82	-32011.959
103	83	1010
102	84	1010
115	72	-7562.39
114	73	-9652.891
113	74	-12226.299
112	75	-14551.333
111	76	-17028.088
110	77	-19003.863
109	78	-20960.872
108	79	-22994.919
107	80	-24502.437
106	81	-27044.517
105	82	-28893.549
104	83	1010
103	84	1010
116	72	-8411.86
115	73	-7243.863
114	74	-12881.86
113	75	-12159.136
112	76	-18107.138
111	77	-16629.546
110	78	-22256.793
109	79	-19880.604
108	80	-26467.269
107	81	-23797.135
106	82	-30831.239
105	83	-27419.583
104	84	1010
117	72	-6405
116	73	-8065.89
115	74	-10541.628
114	75	-12902.346
113	76	-15581.729
112	77	-17914.288
111	78	-19600.221
110	79	-21606.91
109	80	-23325.774
108	81	-25757.906
107	82	-27637.438
106	83	-29040.166
105	84	1010
117	73	-5985.65
116	74	-11504.653
115	75	-10638.36
114	76	-16500.69
113	77	-15069.254
112	78	-21191.04
111	79	-18814.618
110	80	-25177
109	81	-22707.13
108	82	-29374.459
107	83	-26197.187
106	84	1010
118	73	-7017.27
117	74	-9338.089
116	75	-11506.224
115	76	-14082.793
114	77	-16368.044
113	78	-18262.135
112	79	-20327.54
111	80	-22133.359
110	81	-24547.323
109	82	-26313.599
108	83	-27960.377
107	84	1010
106	85	1010
119	73	-4918
118	74	-10157.47
117	75	-9022.02
116	76	-15270.96
115	77	-13655.041
114	78	-19551.571
113	79	-17548.294
112	80	-23774.823
111	81	-21598.392
110	82	-28109.12
109	83	-25114.332
108	84	1010
107	85	1010
119	74	-8076.94
118	75	-9981.14
117	76	-12827.845
116	77	-14979.498
115	78	-16813.191
114	79	-18955.661
113	80	-20922.637
112	81	-23384.072
111	82	-25097.388
110	83	-26946.705
109	84	-28365.917
108	85	1010
107	86	1010
120	74	-9080
119	75	-7495.88
118	76	-13742.18
117	77	-12384.248
116	78	-18129.369
115	79	-16344.72
114	80	-22454.334
113	81	-20514.688
112	82	-26814
111	83	-24108.68
110	84	-30083.004
109	85	1010
108	86	1010
120	75	-8325.18
119	76	-11115.909
118	77	-13355.282
117	78	-15533.004
116	79	-17649.261
115	80	-19665.039
114	81	-22103.233
113	82	-23982.921
112	83	-25808.649
111	84	-27136.019
110	85	-28661.383
109	86	1010
121	75	-6247.24
120	76	-11887.634
119	77	-10817.974
118	78	-16576.397
117	79	-15098.624
116	80	-21031.904
115	81	-19431.793
114	82	-25467.608
113	83	-23147.085
112	84	-28913.636
111	85	-25778.729
110	86	1010
122	75	-7133
121	76	-9757.1
120	77	-11612.135
119	78	-13995.109
118	79	-16283.989
117	80	-18528.581
116	81	-20769.396
115	82	-22865.796
114	83	-24768.674
113	84	-26024.878
112	85	-27537.125
111	86	1010
123	75	-5004
122	76	-10542
121	77	-9316.41
120	78	-14908.394
119	79	-13897.868
118	80	-19600.89
117	81	-18276.848
116	82	-24183.693
115	83	-22029.583
114	84	-27703
113	85	-24835.03
112	86	1010
123	76	-8360.04
122	77	-10120.883
121	78	-12392.03
120	79	-14696.552
119	80	-17349.146
118	81	-19453.318
117	82	-21687.279
116	83	-23582.023
115	84	-25012.391
114	85	-26442.134
113	86	1010
112	87	1010
124	76	-9100
123	77	-7847.8
122	78	-13161.488
121	79	-12427.974
120	80	-18151.38
119	81	-17140.099
118	82	-23023.677
117	83	-21040.387
116	84	-26375.347
115	85	-23900.243
114	86	1010
113	87	1010
125	76	-6982
124	77	-8649.15
123	78	-10788.57
122	79	-12997.126
121	80	-15745.963
120	81	-18089.895
119	82	-20604.58
118	83	-22343.305
117	84	-23844.086
116	85	-25432.156
115	86	-26976.451
114	87	1010
113	88	1010
126	76	-7619
125	77	-6317.91
124	78	-11594.576
123	79	-10992.023
122	80	-16440.578
121	81	-15878.508
120	82	-21712.176
119	83	-19929.088
118	84	-25078.791
117	85	-22719.1
116	86	-28551
115	87	1010
114	88	1010
126	77	-7091
125	78	-9368.24
124	79	-11623.395
123	80	-14232.494
122	81	-16644.08
121	82	-19513.979
120	83	-21141.987
119	84	-22664.034
118	85	-24232.677
117	86	-25903.623
116	87	-27107.592
115	88	1010
127	77	-3138
126	78	-9712
125	79	-9447.34
124	80	-14846.428
123	81	-14548.03
122	82	-20511.225
121	83	-18864.084
120	84	-23892.629
119	85	-21743.776
118	86	-27217.365
117	87	-24626.385
116	88	1010
127	78	-5966
126	79	-9643.31
125	80	-12669.259
124	81	-15176.982
123	82	-18388.119
122	83	-19896.031
121	84	-21489.316
120	85	-22953.611
119	86	-24732.768
118	87	-26119.325
117	88	1010
128	78	-5124
127	79	-5666.64
126	80	-12742.217
125	81	-13286.111
124	82	-19282.126
123	83	-17829.587
122	84	-22455.564
121	85	-20588.64
120	86	-25865.416
119	87	-23432.259
118	88	1010
117	89	1010
128	79	-4660.61
127	80	-8809.731
126	81	-13406.319
125	82	-17530
124	83	-18687.543
123	84	-20317.685
122	85	-21655.692
121	86	-23467.536
120	87	-24825.801
119	88	1010
118	89	1010
129	79	-1298.84
128	80	-7155.194
127	81	-9106.768
126	82	-17862.953
125	83	-16823.989
124	84	-21182.804
123	85	-19496.872
122	86	-24555.374
121	87	-22374.257
120	88	-27889.14
119	89	1010
118	90	1010
130	79	-2123
129	80	-3753.91
128	81	-7328.782
127	82	-13702.642
126	83	-17255.48
125	84	-19281.299
124	85	-20390.286
123	86	-22227.119
122	87	-23449.484
121	88	-25434.636
120	89	1010
119	90	1010
131	79	-549
130	80	-4758.49
129	81	-3640.607
128	82	-12000.904
127	83	-13464.952
126	84	-19625.699
125	85	-18459.061
124	86	-23081.361
123	87	-21190.13
122	88	-26441.45
121	89	-24027.012
120	90	1010
131	80	-3128.96
130	81	-4606.508
129	82	-8375.781
128	83	-11635.223
127	84	-15692.397
126	85	-18860.64
125	86	-21129.682
124	87	-22136.551
123	88	-24154.924
122	89	-25477.202
121	90	1010
132	80	-4140
131	81	-2965.89
130	82	-8898.407
129	83	-8306.954
128	84	-14540.022
127	85	-15165.885
126	86	-21469.371
125	87	-20118.729
124	88	-25130.936
123	89	-22924.345
122	90	1010
121	91	1010
133	80	-2398.82
132	81	-3867.526
131	82	-7486.117
130	83	-8940.786
129	84	-11148.888
128	85	-13966.788
127	86	-17700.705
126	87	-20527.334
125	88	-22986.919
124	89	-23893.081
123	90	1010
122	91	1010
134	80	-3414
133	81	-2131.18
132	82	-8206.404
131	83	-6973.429
130	84	-11984.444
129	85	-10862.79
128	86	-16946.231
127	87	-16902.163
126	88	-23327.665
125	89	-21795.968
124	90	-27043.752
123	91	1010
135	80	-1718
134	81	-3030
133	82	-6495.78
132	83	-7840.97
131	84	-10103.598
130	85	-11699.617
129	86	-13758.146
128	87	-16182.145
127	88	-19764.843
126	89	-22229.678
125	90	-24884.207
124	91	1010
136	80	-2748
135	81	-1244
134	82	-7462.81
133	83	-5799.043
132	84	-10979.253
131	85	-9565.728
130	86	-14931.205
129	87	-13264.192
128	88	-19295.799
127	89	-18710.463
126	90	-25329.474
125	91	1010
136	81	-2246
135	82	-5551.25
134	83	-6872.546
133	84	-9002.44
132	85	-10578.507
131	86	-12802.128
130	87	-14361.746
129	88	-16285.883
128	89	-18360.427
127	90	-21793.287
126	91	1010
125	92	1010
137	81	-531
136	82	-6563.59
135	83	-4710.578
134	84	-10041.358
133	85	-8296.791
132	86	-13896.126
131	87	-12374.525
130	88	-17635.684
129	89	-15597.124
128	90	-21575.654
127	91	1010
126	92	1010
137	82	-4594
136	83	-5745.6
135	84	-7857.205
134	85	-9404.365
133	86	-11626.681
132	87	-13411.777
131	88	-15451.828
130	89	-16790.925
129	90	-18739.533
128	91	-20574.056
127	92	1010
126	93	1010
138	82	-5690
137	83	-3682.98
136	84	-8978.256
135	85	-6984.727
134	86	-12588.537
133	87	-11310.913
132	88	-16716.214
131	89	-14765.398
130	90	-20158
129	91	-17836
128	92	1010
127	93	1010
138	83	-4726.24
137	84	-6766.073
136	85	-8190.806
135	86	-10288.526
134	87	-12258.606
133	88	-14748.237
132	89	-16092.242
131	90	-17744.763
130	91	-19053
129	92	-20936
128	93	1010
139	83	-2734.83
138	84	-8032.121
137	85	-5803.175
136	86	-11251.781
135	87	-10063.405
134	88	-15565.111
133	89	-14190.188
132	90	-19158
131	91	-16921
130	92	-22232
129	93	1010
140	83	-3780
139	84	-5846.36
138	85	-7187.323
137	86	-9031.499
136	87	-10722.89
135	88	-13431.289
134	89	-15254.29
133	90	-17132.895
132	91	-18304.855
131	92	-20149
130	93	1010
141	83	-1863
140	84	-7185.65
139	85	-4805.653
138	86	-10047.299
137	87	-8669.111
136	88	-13937.059
135	89	-13110.957
134	90	-18303.71
133	91	-16501.39
132	92	-21448
131	93	1010
141	84	-5040
140	85	-6137.23
139	86	-7992.468
138	87	-9556.643
137	88	-11975.031
136	89	-13890.157
135	90	-16153.117
134	91	-17640.638
133	92	-19363.926
132	93	1010
142	84	-6305
141	85	-3973.54
140	86	-9190.539
139	87	-7429.409
138	88	-12708.057
137	89	-11826.095
136	90	-16807.939
135	91	-15823.205
134	92	-20689
133	93	1010
143	84	-4257
142	85	-5193.94
141	86	-7077.598
140	87	-8451.156
139	88	-10601.768
138	89	-12602.096
137	90	-14677.191
136	91	-16688.485
135	92	-18708.079
134	93	1010
143	85	-3205.36
142	86	-8439.718
141	87	-6443.134
140	88	-11510.929
139	89	-10443.597
138	90	-15403.784
137	91	-14547.379
136	92	-19697.713
135	93	1010
134	94	1010
144	85	-4205.07
143	86	-6466.017
142	87	-7647.731
141	88	-9445.21
140	89	-11250.749
139	90	-13387.866
138	91	-15266.596
137	92	-17494.09
136	93	1010
135	94	1010
144	86	-7464.13
143	87	-5574.252
142	88	-10522.716
141	89	-9076.571
140	90	-14202.834
139	91	-13190.208
138	92	-18123.71
137	93	-16985.235
136	94	1010
135	95	1010
145	86	-5363.59
144	87	-6626.74
143	88	-8624.354
142	89	-9966.565
141	90	-12223.473
140	91	-13927.576
139	92	-16114.954
138	93	-17910.844
137	94	1010
136	95	1010
145	87	-4672.99
144	88	-9484.065
143	89	-7852.464
142	90	-12868.7
141	91	-11809.657
140	92	-16768
139	93	-15715.44
138	94	-20712
137	95	1010
136	96	1010
146	87	-5325.77
145	88	-7583.135
144	89	-8652.15
143	90	-10834.954
142	91	-12460.098
141	92	-14847.713
140	93	-16478.458
139	94	-18529
138	95	1010
137	96	1010
146	88	-8403.779
145	89	-6750.16
144	90	-11476.162
143	91	-10413.137
142	92	-15356.846
141	93	-14549.153
140	94	-19061
139	95	-18086
138	96	1010
137	97	1010
147	88	-6246.51
146	89	-7519.124
145	90	-9614.927
144	91	-10773.988
143	92	-13171.97
142	93	-15149.875
141	94	-17222.414
140	95	-18808
139	96	1010
138	97	1010
147	89	-5536.095
146	90	-10227.802
145	91	-8955.515
144	92	-13652.793
143	93	-13113.085
142	94	-17701
141	95	-16824.58
140	96	-21631
139	97	1010
148	89	-5882.29
147	90	-8476.437
146	91	-9535.667
145	92	-11795.45
144	93	-13453.001
143	94	-15676
142	95	-17582
141	96	-19599
140	97	1010
139	98	1010
148	90	-8850.55
147	91	-7695.114
146	92	-12212.961
145	93	-11589.024
144	94	-16019.343
143	95	-15574.365
142	96	-20240
141	97	1010
140	98	1010
149	90	-7063
148	91	-8197.64
147	92	-10442.049
146	93	-11923.517
145	94	-14123.117
144	95	-15997.875
143	96	-18183
142	97	-19829
141	98	1010
140	99	1010
149	91	-6649.37
148	92	-10882.726
147	93	-9989.827
146	94	-14438.74
145	95	-14075.679
144	96	-18633
143	97	-17754
142	98	1010
