N	Z	Q(b4n)
71	58	-52123.938
70	59	1010
69	60	-40831
68	61	1010
67	62	1010
83	47	-7734.08
82	48	-17329.14
81	49	-17166.31
80	50	-26985.274
79	51	-25597.979
78	52	-32867.682
77	53	-31243.973
76	54	-39236.099
75	55	-37695.088
74	56	-45766.269
73	57	-44661.081
72	58	-52987.778
71	59	-51921.225
70	60	1010
69	61	-40771
68	62	1010
67	63	1010
83	48	-12130.52
82	49	-17909.924
81	50	-23863.702
80	51	-26979.916
79	52	-29548.766
78	53	-32652.632
77	54	-35644.292
76	55	-38701.808
75	56	-42171.676
74	57	-45220.396
73	58	-49262.514
72	59	-52263.623
71	60	1010
70	61	-38797
69	62	1010
68	63	1010
84	48	-10014.63
83	49	-12396.56
82	50	-25310.25
81	51	-23966.397
80	52	-30793.805
79	53	-29281.557
78	54	-36760.755
77	55	-35227.838
76	56	-43130.918
75	57	-41415.569
74	58	-49812.139
73	59	-48475.886
72	60	-56715
71	61	-34996
70	62	-42979
69	63	1010
85	48	-5120.24
84	49	-10198.39
83	50	-19621.36
82	51	-25226.697
81	52	-27786.599
80	53	-30627.87
79	54	-33595.09
78	55	-36382.053
77	56	-39706.526
76	57	-42635.548
75	58	-45887.194
74	59	-49553.178
73	60	-52660.726
72	61	1010
71	62	-39498
70	63	1010
69	64	1010
85	49	-4749.39
84	50	-17437.539
83	51	-19962.955
82	52	-28852.683
81	53	-27580.469
80	54	-34748.339
79	55	-33103.359
78	56	-40826.195
77	57	-39253.58
76	58	-47016.038
75	59	-45684.819
74	60	-54007.681
73	61	1010
72	62	-40501
71	63	1010
70	64	1010
86	49	-2735.1
85	50	-11897.388
84	51	-17816.026
83	52	-23637.44
82	53	-28727.783
81	54	-31780.232
80	55	-34511.642
79	56	-37639.875
78	57	-40391.802
77	58	-43583.316
76	59	-46515.122
75	60	-50002.594
74	61	-53352.709
73	62	1010
72	63	-39878
71	64	1010
70	65	1010
86	50	-9649.9
85	51	-12563.914
84	52	-22099.726
83	53	-23643.526
82	54	-32642.088
81	55	-31349.826
80	56	-38766.19
79	57	-37042.71
78	58	-44707.613
77	59	-43413.63
76	60	-51061.166
75	61	-49876.611
74	62	1010
73	63	-36383
72	64	1010
71	65	1010
87	50	-4951.07
86	51	-10554.169
85	52	-16764.541
84	53	-22095.484
83	54	-27584.242
82	55	-32282.821
81	56	-35629.188
80	57	-38180.77
79	58	-41314.139
78	59	-44442.799
77	60	-47814.279
76	61	-50422.263
75	62	-54306
74	63	-37073
73	64	-40702
72	65	1010
88	50	-5071.05
87	51	-5941.74
86	52	-14984.126
85	53	-17210.721
84	54	-26403.003
83	55	-27345.322
82	56	-36300.95
81	57	-35117.599
80	58	-42273.56
79	59	-40904.597
78	60	-48629.447
77	61	-46982.231
76	62	-55150.093
75	63	1010
74	64	-41642
73	65	1010
72	66	1010
88	51	-6030.29
87	52	-10289.403
86	53	-15553.412
85	54	-21471.705
84	55	-26296.351
83	56	-31677.634
82	57	-36025.132
81	58	-39461.4
80	59	-41875.536
79	60	-45506.439
78	61	-48177.72
77	62	-51710.177
76	63	1010
75	64	-38349
74	65	1010
73	66	1010
89	51	-3542.01
88	52	-10825.381
87	53	-10917.289
86	54	-20181.021
85	55	-21584.184
84	56	-30593.041
83	57	-31270.247
82	58	-40500.8
81	59	-38916.316
80	60	-46834.82
79	61	-45121.448
78	62	-52804.9
77	63	-51513.663
76	64	1010
75	65	-38119
74	66	1010
73	67	1010
89	52	-8089.64
88	53	-11363.81
87	54	-15487.453
86	55	-20334.244
85	56	-25984.753
84	57	-30448.427
83	58	-35922.45
82	59	-39840.684
81	60	-43505.648
80	61	-46020.334
79	62	-49231.456
78	63	-52319.396
77	64	1010
76	65	-39197
75	66	1010
74	67	1010
90	52	-8526.86
89	53	-8641.306
88	54	-16170.148
87	55	-15986.426
86	56	-24906.834
85	57	-25926.029
84	58	-35060.31
83	59	-35350.425
82	60	-44354.257
81	61	-43148.643
80	62	-50363.19
79	63	-49105.971
78	64	-56753.88
77	65	1010
76	66	-42936
75	67	1010
74	68	1010
91	52	-5855.16
90	53	-8919.13
89	54	-13247.827
88	55	-16396.373
87	56	-20339.332
86	57	-24829.426
85	58	-30312.614
84	59	-34742.722
83	60	-40080.164
82	61	-44318.952
81	62	-47754.693
80	63	-50088.71
79	64	-53659.097
78	65	1010
77	66	-40600
76	67	1010
75	68	1010
91	53	-6260.27
90	54	-13465.565
89	55	-13612.077
88	56	-20990.698
87	57	-20400.153
86	58	-29202.664
85	59	-30064.64
84	60	-39196.563
83	61	-39514.584
82	62	-48745.779
81	63	-47395.216
80	64	-54844.623
79	65	-53290.099
78	66	1010
77	67	-39356
76	68	1010
75	69	1010
92	53	-6600.84
91	54	-10768.821
90	55	-13864.742
89	56	-18187.811
88	57	-20944.061
87	58	-24591.029
86	59	-29043.477
85	60	-34506.875
84	61	-38728.623
83	62	-44577.946
82	63	-48119.166
81	64	-51862.488
80	65	-54401.621
79	66	1010
78	67	-41395.28
77	68	1010
76	69	1010
92	54	-11166.879
91	55	-11290.44
90	56	-18306.233
89	57	-18078.225
88	58	-25208.2
87	59	-24248.895
86	60	-33293.415
85	61	-34100.05
84	62	-43057.606
83	63	-43628.018
82	64	-52631.323
81	65	-51192.962
80	66	-59030.038
79	67	-38029.206
78	68	-46478.03
77	69	1010
93	54	-8678.74
92	55	-11734.236
91	56	-15532.169
90	57	-18611.508
89	58	-22447.941
88	59	-24912.22
87	60	-28717.437
86	61	-33108.506
85	62	-38000.309
84	63	-42859.064
83	64	-47976.896
82	65	-52316.542
81	66	-55752.565
80	67	-40012.286
79	68	-43037.566
78	69	1010
94	54	-9379.7
93	55	-9404.765
92	56	-16686.81
91	57	-15840.995
90	58	-23413.79
89	59	-22234.731
88	60	-29420.825
87	61	-28337.918
86	62	-37271.787
85	63	-37797.407
84	64	-47544.121
83	65	-47418.604
82	66	-56773.629
81	67	1010
80	68	-44615.962
79	69	1010
78	70	1010
94	55	-10438.67
93	56	-14223.15
92	57	-16719.95
91	58	-20532.918
90	59	-23047.087
89	60	-26514.7
88	61	-28853.102
87	62	-32622.316
86	63	-36872.537
85	64	-42574.847
84	65	-46711.89
83	66	-52135.95
82	67	1010
81	68	-41572
80	69	1010
79	70	1010
95	55	-7955.1
94	56	-15595.67
93	57	-14541.01
92	58	-21328.149
91	59	-20892.258
90	60	-27591.726
89	61	-26039.95
88	62	-33610.722
87	63	-32263.99
86	64	-41472.263
85	65	-41889.991
84	66	-51328.905
83	67	-51191.477
82	68	1010
81	69	-39672
80	70	1010
79	71	1010
96	55	-8676.77
95	56	-13196.74
94	57	-15911.44
93	58	-19792.66
92	59	-22129.967
91	60	-25375.394
90	61	-27596.77
89	62	-30554.474
88	63	-32863.201
87	64	-36944.508
86	65	-40733.472
85	66	-46270.313
84	67	-50509.598
83	68	1010
82	69	-41704.411
81	70	1010
80	71	1010
96	56	-13453.3
95	57	-13445.3
94	58	-20699
93	59	-20075.754
92	60	-26933.096
91	61	-25431.024
90	62	-31866.057
89	63	-30217.551
88	64	-37539.12
87	65	-36354.786
86	66	-45736.749
85	67	-45735.39
84	68	-55070.362
83	69	-36949.892
82	70	-46477
81	71	1010
97	56	-10269.62
96	57	-13687.59
95	58	-17791.46
94	59	-20894.867
93	60	-24944.508
92	61	-27051.241
91	62	-29882.344
90	63	-31854.109
89	64	-34933.957
88	65	-37051.988
87	66	-41016.852
86	67	-44696.642
85	68	-50295.102
84	69	1010
83	70	-41608
82	71	1010
81	72	1010
97	57	-10523.28
96	58	-18115.4
95	59	-18023.47
94	60	-25565.95
93	61	-25013.67
92	62	-31291.825
91	63	-29591.884
90	64	-36314.601
89	65	-34434.003
88	66	-41736.497
87	67	-40042.1
86	68	-49412.984
85	69	1010
84	70	-40738
83	71	1010
82	72	1010
98	57	-10398.07
97	58	-14934.37
96	59	-18001.365
95	60	-22372.204
94	61	-25853.448
93	62	-29045.634
92	63	-31232.886
91	64	-34068.434
90	65	-36128.95
89	66	-39064.473
88	67	-41146.605
87	68	-44631.891
86	69	-48763.149
85	70	1010
84	71	-40053
83	72	1010
82	73	1010
98	58	-14633.93
97	59	-15076.67
96	60	-22615.53
95	61	-22823.304
94	62	-29845.198
93	63	-28799.736
92	64	-35502.874
91	65	-33587.142
90	66	-40576.1
89	67	-38485.001
88	68	-46103.851
87	69	-44316.493
86	70	1010
85	71	-35384.648
84	72	1010
83	73	1010
99	58	-12235.75
98	59	-15029.47
97	60	-19448.03
96	61	-23145.697
95	62	-26658.986
94	63	-29942.986
93	64	-32650.044
92	65	-35073.515
91	66	-37780.082
90	67	-39829.684
89	68	-42955.473
88	69	-45059.121
87	70	-48814.063
86	71	1010
85	72	-39961
84	73	1010
83	74	1010
99	59	-12029.15
98	60	-19345.85
97	61	-20166.367
96	62	-26830.184
95	63	-26883.983
94	64	-33592.132
93	65	-32320.301
92	66	-39087.295
91	67	-37013.065
90	68	-44222.465
89	69	-41965.251
88	70	-49657.932
87	71	1010
86	72	-40882
85	73	1010
84	74	1010
100	59	-12441.83
99	60	-16380.07
98	61	-19899.926
97	62	-23803.591
96	63	-27247.93
95	64	-30581.372
94	65	-33564.017
93	66	-36455.19
92	67	-38637.76
91	68	-41361.155
90	69	-43379.519
89	70	-46467.875
88	71	-48867.846
87	72	1010
86	73	-40099
85	74	1010
84	75	1010
100	60	-16554.91
99	61	-17288.85
98	62	-23630.469
97	63	-24342.085
96	64	-30951.274
95	65	-30475.059
94	66	-37369.12
93	67	-35517.556
92	68	-42703.94
91	69	-40405.827
90	70	-47945.234
89	71	-46134.055
88	72	1010
87	73	-37245.24
86	74	1010
85	75	1010
101	60	-14067.27
100	61	-17257.68
99	62	-20843.526
98	63	-24404.222
97	64	-28126.517
96	65	-31219.968
95	66	-34339.407
94	67	-36922.011
93	68	-39768.897
92	69	-41807.86
91	70	-44672.984
90	71	-47063.224
89	72	-50309.764
88	73	1010
87	74	-41471
86	75	1010
85	76	1010
101	61	-14759.3
100	62	-21173.53
99	63	-21547.68
98	64	-28388.711
97	65	-28557.479
96	66	-35258.474
95	67	-33923.455
94	68	-40878.268
93	69	-38834.65
92	70	-45747.989
91	71	-43809.171
90	72	-51150.547
89	73	1010
88	74	-42368
87	75	1010
86	76	1010
102	61	-14671.49
101	62	-18347.58
100	63	-21744.49
99	64	-25319.075
98	65	-28791.828
97	66	-32297.455
96	67	-34922.409
95	68	-37782.2
94	69	-40122.297
93	70	-42855.422
92	71	-45113.645
91	72	-47964.566
90	73	-50429.357
89	74	-39875.329
88	75	-42712
87	76	1010
102	62	-18094.64
101	63	-19126.12
100	64	-25324.24
99	65	-25790.13
98	66	-32638.373
97	67	-32123.901
96	68	-38560.992
95	69	-37011.659
94	70	-43973.586
93	71	-41986.126
92	72	-49344.554
91	73	-47537.103
90	74	1010
89	75	-38393.331
88	76	1010
87	77	1010
103	62	-15426
102	63	-18889.07
101	64	-22697.6
100	65	-25824.53
99	66	-29720.498
98	67	-33013.101
97	68	-35728.931
96	69	-38286.368
95	70	-41102.14
94	71	-43416.384
93	72	-46022.306
92	73	-48634.886
91	74	1010
90	75	-40139
89	76	1010
88	77	1010
103	63	-16056.46
102	64	-22827.92
101	65	-23186.08
100	66	-29872.158
99	67	-29991.976
98	68	-36685.727
97	69	-35196.348
96	70	-42053.154
95	71	-40148.298
94	72	-47232.068
93	73	-45119.317
92	74	-52467.819
91	75	1010
90	76	-43383
89	77	1010
88	78	1010
104	63	-16002.37
103	64	-19915.4
102	65	-23371.32
101	66	-26933.28
100	67	-30341.423
99	68	-33706.062
98	69	-36366.183
97	70	-38937.386
96	71	-41388.969
95	72	-44104.787
94	73	-46482.498
93	74	-49176
92	75	1010
91	76	-40977.435
90	77	1010
89	78	1010
104	64	-19755.75
103	65	-20489.9
102	66	-27200.1
101	67	-27406.57
100	68	-34434.481
99	69	-33504.909
98	70	-40141.861
97	71	-38498.367
96	72	-45449.344
95	73	-43341.115
94	74	-50646.898
93	75	-48909.728
92	76	-42257.045
91	77	-40611.765
90	78	1010
105	64	-17027.18
104	65	-20314.74
103	66	-24333.4
102	67	-27578.336
101	68	-31246.831
100	69	-34219.14
99	70	-37100.61
98	71	-39720.051
97	72	-42217.459
96	73	-44697.193
95	74	-47360.282
94	75	-49899.644
93	76	1010
92	77	-41559
91	78	1010
90	79	1010
105	65	-17567.02
104	66	-24370.6
103	67	-24716.94
102	68	-31320.658
101	69	-31393.427
100	70	-37726.365
99	71	-36629.369
98	72	-43268.08
97	73	-41469.643
96	74	-48424.218
95	75	-46462.612
94	76	1010
93	77	-38290.11
92	78	1010
91	79	1010
106	65	-17516.38
105	66	-21612.9
104	67	-24812.94
103	68	-28474.894
102	69	-31834.089
101	70	-34939.039
100	71	-37566.734
99	72	-40267.302
98	73	-42668.123
97	74	-45301.31
96	75	-47769.984
95	76	-50290.042
94	77	1010
93	78	-42312.288
92	79	1010
91	80	1010
106	66	-21634.23
105	67	-22151.69
104	68	-28404.147
103	69	-29043.799
102	70	-35426.733
101	71	-34576.27
100	72	-41158.388
99	73	-39641.951
98	74	-46484.062
97	75	-44678.065
96	76	-51785.26
95	77	1010
94	78	-43379.779
93	79	1010
92	80	1010
107	66	-18747.61
106	67	-22159.84
105	68	-25780.85
104	69	-29212.121
103	70	-32683.784
102	71	-35377.802
101	72	-38280.366
100	73	-40730.665
99	74	-43613.738
98	75	-46009.112
97	76	-48555.348
96	77	-51080.995
95	78	-40867.134
94	79	-43855
93	80	1010
107	67	-19180
106	68	-25693.93
105	69	-26339.07
104	70	-32903.471
103	71	-32585.087
102	72	-38948.733
101	73	-37680.308
100	74	-44475.412
99	75	-42935.701
98	76	-49768.348
97	77	-47593.531
96	78	-42088
95	79	-40409.64
94	80	1010
108	67	-18978.99
107	68	-22967.38
106	69	-26116.68
105	70	-30111.372
104	71	-32946.452
103	72	-36107.014
102	73	-38633.542
101	74	-41490.338
100	75	-43892.425
99	76	-46721.13
98	77	-48999.923
97	78	-39850.32
96	79	-42495.367
95	80	1010
108	68	-22862.5
107	69	-23441.2
106	70	-29827.436
105	71	-30237.347
104	72	-36512.728
103	73	-35526.411
102	74	-42244.478
101	75	-40968.355
100	76	-47675.836
99	77	-45953.105
98	78	1010
97	79	-38241.794
96	80	1010
95	81	1010
109	68	-20049.88
108	69	-23456.66
107	70	-27410.886
106	71	-30256.151
105	72	-33740.53
104	73	-36213.575
103	74	-39351.665
102	75	-42119.513
101	76	-44969.636
100	77	-47442.214
99	78	1010
98	79	-40602.793
97	80	1010
96	81	1010
109	69	-20770.67
108	70	-27830.277
107	71	-27814.384
106	72	-33948.2
105	73	-33690.07
104	74	-40024.196
103	75	-38904.317
102	76	-45899.302
101	77	-44146.411
100	78	-51261.291
99	79	1010
98	80	-43315
97	81	1010
96	82	1010
110	69	-20482.95
109	70	-25080.12
108	71	-28058.845
107	72	-31349.238
106	73	-34013.368
105	74	-37345.402
104	75	-39818.327
103	76	-42700.679
102	77	-45135.552
101	78	-47963.826
100	79	1010
99	80	-40790.984
98	81	1010
97	82	1010
110	70	-24880.65
109	71	-25755.57
108	72	-31650.141
107	73	-31630.068
106	74	-37996.027
105	75	-37016.909
104	76	-43663.504
103	77	-42199.634
102	78	-48863.021
101	79	-47061.863
100	80	-42292.079
99	81	-40852.829
98	82	1010
111	70	-22394.62
110	71	-25573.362
109	72	-29266.928
108	73	-31960.145
107	74	-35346.226
106	75	-37893.395
105	76	-40638.53
104	77	-43226.088
103	78	-46189.477
102	79	-48400.196
101	80	-39867.426
100	81	-43404.506
99	82	1010
111	71	-22992.58
110	72	-29011.39
109	73	-29327.075
108	74	-35769.78
107	75	-35103.741
106	76	-41623.295
105	77	-40227.785
104	78	-46905.005
103	79	-45231.431
102	80	-41518.391
101	81	-39544.423
100	82	1010
112	71	-22709.858
111	72	-26419.99
110	73	-29442
109	74	-32863.18
108	75	-35944.489
107	76	-38795.622
106	77	-41257.614
105	78	-43974.948
104	79	-46266.949
103	80	-37823.418
102	81	-41204.711
101	82	1010
113	71	-20105.71
112	72	-26130.58
111	73	-26526.68
110	74	-33104.289
109	75	-33071.525
108	76	-39508.182
107	77	-38499.869
106	78	-44888.452
105	79	-43253.232
104	80	1010
103	81	-36504.298
102	82	1010
101	83	1010
114	71	-19909.69
113	72	-23320.364
112	73	-26460.3
111	74	-29996.252
110	75	-33359.631
109	76	-36569.489
108	77	-39219.494
107	78	-41954.889
106	79	-44317.66
105	80	1010
104	81	-39394.705
103	82	1010
102	83	1010
114	72	-23573.845
113	73	-23933.25
112	74	-30135.266
111	75	-30484.919
110	76	-37072.94
109	77	-36311.395
108	78	-42844.432
107	79	-41281.823
106	80	-48264.727
105	81	1010
104	82	-42650.959
103	83	1010
102	84	1010
115	72	-21100.95
114	73	-24206.691
113	74	-27582.749
112	75	-30690.873
111	76	-34331.748
110	77	-37088.623
109	78	-39788.722
108	79	-42583.249
107	80	-44792.437
106	81	1010
105	82	-39490.549
104	83	1010
103	84	1010
116	72	-21642.72
115	73	-21523.393
114	74	-28201.11
113	75	-28266.306
112	76	-34811.758
111	77	-34444.566
110	78	-40849.213
109	79	-39156.334
108	80	-46668.179
107	81	-44576.445
106	82	-41319.239
105	83	-38491.583
104	84	1010
117	72	-19309.81
116	73	-21975.98
115	74	-25591.598
114	75	-28845.356
113	76	-32278.479
112	77	-35565.478
111	78	-37901.941
110	79	-40640.8
109	80	-43149.854
108	81	-46155.256
107	82	-38681.438
106	83	-40893.816
105	84	1010
117	73	-19698.46
116	74	-26051.523
115	75	-26277.23
114	76	-33249.73
113	77	-32370.804
112	78	-39377.04
111	79	-37558.748
110	80	-44733.92
109	81	-42869.16
108	82	-40179.459
107	83	-37898.457
106	84	1010
118	73	-20568.3
117	74	-23734.859
116	75	-26864.884
115	76	-30454.613
114	77	-33477.354
113	78	-36085.435
112	79	-38827.79
111	80	-41450.919
110	81	-44336.723
109	82	1010
108	83	-38747.377
107	84	1010
106	85	1010
119	73	-18235.14
118	74	-24382.13
117	75	-24131.59
116	76	-31306.19
115	77	-30438.571
114	78	-37187.571
113	79	-35839.874
112	80	-42853.993
111	81	-41247.772
110	82	1010
109	83	-36367.332
108	84	1010
107	85	1010
119	74	-22047.06
118	75	-24904.01
117	76	-28565.275
116	77	-31592.078
115	78	-34150.191
114	79	-37057.011
113	80	-39698.367
112	81	-42817.472
111	82	-45171.388
110	83	1010
109	84	-39384.917
108	85	1010
107	86	1010
120	74	-22918.78
119	75	-22108.9
118	76	-29322.14
117	77	-28699.758
116	78	-35337.249
115	79	-34129.35
114	80	-41097.334
113	81	-39591.368
112	82	-46603.96
111	83	1010
110	84	-41569.004
109	85	1010
108	86	1010
120	75	-22782.43
119	76	-26422.089
118	77	-29434.682
117	78	-32353.514
116	79	-35310.521
115	80	-37960.389
114	81	-40947.333
113	82	-43533.771
112	83	-45943.949
111	84	-38584.019
110	85	-40645.623
109	86	1010
121	75	-20274.23
120	76	-26957.044
119	77	-26603.434
118	78	-33278.127
117	79	-32394.464
116	80	-39147.904
115	81	-38052.383
114	82	-44811.338
113	83	-43042.145
112	84	-39979.636
111	85	-37718.729
110	86	1010
122	75	-20901.29
121	76	-24471.23
120	77	-27296.185
119	78	-30322.529
118	79	-33462.219
117	80	-36332.701
116	81	-39209.106
115	82	-41876.836
114	83	-44485.504
113	84	-36764.878
112	85	-39238.125
111	86	1010
123	75	-18405.41
122	76	-25126.7
121	77	-24587.13
120	78	-31049.284
119	79	-30729.958
118	80	-37103.98
117	81	-36409.868
116	82	-43134.693
115	83	-41373.613
114	84	-39020
113	85	-37112.07
112	86	1010
123	76	-22456.65
122	77	-25268.873
121	78	-28254.18
120	79	-31322.152
119	80	-34602.206
118	81	-37451.868
117	82	-40309.119
116	83	-42700.563
115	84	1010
114	85	-37527.134
113	86	1010
112	87	1010
124	76	-22900.82
123	77	-22539.18
122	78	-28856.828
121	79	-28771.054
120	80	-35295.2
119	81	-34764.129
118	82	-41432.677
117	83	-39966.997
116	84	1010
115	85	-34798.243
114	86	1010
113	87	1010
125	76	-20430.57
124	77	-22908.12
123	78	-26050.74
122	79	-29167.486
121	80	-32505.803
120	81	-35543.425
119	82	-38713.14
118	83	-41058.585
117	84	-43146.346
116	85	1010
115	86	-37427.451
114	87	1010
113	88	1010
126	76	-20874.43
125	77	-20302.45
124	78	-26676.066
123	79	-26824.343
122	80	-32953.308
121	81	-32990.948
120	82	-39457.646
119	83	-38331.668
118	84	-44263.791
117	85	1010
116	86	-39487
115	87	1010
114	88	1010
126	77	-20839.7
125	78	-24092.79
124	79	-27292.635
123	80	-30484.704
122	81	-33572.59
121	82	-37029.779
120	83	-39371.417
119	84	-41532.094
118	85	-43549.677
117	86	-34957.623
116	87	-38479.592
115	88	1010
127	77	-16625.34
126	78	-24213.85
125	79	-24759.12
124	80	-30893.858
123	81	-31107.34
122	82	-37938.485
121	83	-36715.404
120	84	-42519.629
119	85	-40930.416
118	86	-36699.365
117	87	-36395.385
116	88	1010
127	78	-20168.14
126	79	-24769.66
125	80	-28351.819
124	81	-31518.062
123	82	-35338.479
122	83	-37593.241
121	84	-39818.046
120	85	-41924.291
119	86	-32584.768
118	87	-35826.325
117	88	1010
128	78	-19173.86
127	79	-20484.97
126	80	-28267.037
125	81	-29276.301
124	82	-35978.316
123	83	-35104.637
122	84	-40448.074
121	85	-39212.6
120	86	1010
119	87	-31610.259
118	88	1010
117	89	1010
128	79	-19485.05
127	80	-23942.321
126	81	-29185.049
125	82	-33929.29
124	83	-35751.043
123	84	-37994.845
122	85	-40098.262
121	86	1010
120	87	-32854.801
119	88	1010
118	89	1010
129	79	-15404.49
128	80	-22139.784
127	81	-24530.198
126	82	-34046.233
125	83	-33506.459
124	84	-38748.764
123	85	-37490.322
122	86	-43400.374
121	87	1010
120	88	-35695.14
119	89	1010
118	90	1010
130	79	-13428.23
129	80	-18100.58
128	81	-22691.682
127	82	-29500.732
126	83	-33692.23
125	84	-36347.549
124	85	-38217.716
123	86	-40671.539
122	87	1010
121	88	-33147.636
120	89	1010
119	90	1010
131	79	-9671.54
130	80	-16822.88
129	81	-18266.787
128	82	-27645.564
127	83	-29556.892
126	84	-36435.029
125	85	-35856.371
124	86	-41193.501
123	87	-39947.13
122	88	-34563.45
121	89	-32609.972
120	90	1010
131	80	-12871.6
130	81	-16815.698
129	82	-23282.881
128	83	-27604.043
127	84	-32206.887
126	85	-36025.35
125	86	-38914.412
124	87	-40909.261
123	88	-32174.924
122	89	-33925.202
121	90	1010
132	80	-13608.18
131	81	-13524.87
130	82	-21697.177
129	83	-23504.294
128	84	-30865.932
127	85	-31967.505
126	86	-39123.711
125	87	-38223.129
124	88	1010
123	89	-30776.345
122	90	1010
121	91	1010
133	80	-11913.57
132	81	-14231.116
131	82	-18561.087
130	83	-22026.296
129	84	-26704.388
128	85	-30583.508
127	86	-34889.295
126	87	-38458.664
125	88	1010
124	89	-31615.081
123	90	1010
122	91	1010
134	80	-12639.45
133	81	-12374.38
132	82	-19100.644
131	83	-18776.199
130	84	-25569.494
129	85	-26713.86
128	86	-33922.261
127	87	-34430.333
126	88	-41598.305
125	89	-29396.968
124	90	-35058.752
123	91	1010
135	80	-10981.78
134	81	-13059.68
133	82	-17314.11
132	83	-19453.92
131	84	-22375.128
130	85	-25666.127
129	86	-30026.076
128	87	-33521.235
127	88	-37701.823
126	89	-29690.678
125	90	-32774.207
124	91	1010
136	80	-11816.81
135	81	-11133.05
134	82	-17968.52
133	83	-17369.063
132	84	-23192.353
131	85	-22509.898
130	86	-29373.865
129	87	-29820.552
128	88	-37124.039
127	89	-26451.463
126	90	-33648.474
125	91	1010
136	81	-11963.18
135	82	-16043.09
134	83	-18188.056
133	84	-21148.55
132	85	-23367.477
131	86	-26271.968
130	87	-29207.806
129	88	-33227.333
128	89	1010
127	90	-29562.287
126	91	1010
125	92	1010
137	81	-10098.81
136	82	-16864.67
135	83	-15888.608
134	84	-22095.858
133	85	-21079.331
132	86	-27339.146
131	87	-26448.945
130	88	-32893.714
129	89	1010
128	90	-29679.654
127	91	1010
126	92	1010
137	82	-14735.37
136	83	-16716.26
135	84	-19696.205
134	85	-22040.155
133	86	-24903.241
132	87	-27299.467
131	88	-30123.948
130	89	-32618.925
129	90	1010
128	91	-28501.056
127	92	1010
126	93	1010
138	82	-15555.97
137	83	-14429.89
136	84	-20697.176
135	85	-19508.287
134	86	-25831.227
133	87	-25151.063
132	88	-31325.214
131	89	-29886.398
130	90	1010
129	91	-26163
128	92	1010
127	93	1010
138	83	-15227.08
137	84	-18248.693
136	85	-20763.776
135	86	-23477.536
134	87	-25935.956
133	88	-29054.977
132	89	-31038.242
131	90	-33318.763
130	91	-27343
129	92	-29855.83
128	93	1010
139	83	-13117
138	84	-19308.171
137	85	-17894.765
136	86	-24516.721
135	87	-23672.025
134	88	-29771.111
133	89	-29044.188
132	90	-34593
131	91	-25025
130	92	-31070
129	93	1010
140	83	-14005.59
139	84	-16883.62
138	85	-19059.383
137	86	-21870.899
136	87	-24417.76
135	88	-27629.269
134	89	-30041.29
133	90	-32520.895
132	91	-26352.855
131	92	-28868
130	93	1010
141	83	-11934.57
140	84	-17882.95
139	85	-16442.533
138	86	-22576.689
137	87	-22021.121
136	88	-28372.059
135	89	-27760.957
134	90	-33589.71
133	91	-25192.39
132	92	-30624
131	93	1010
141	84	-15745.81
140	85	-17520.37
139	86	-20323.208
138	87	-22774.843
137	88	-26097.821
136	89	-28493.807
135	90	-31307.117
134	91	-26144.638
133	92	-28602.926
132	93	1010
142	84	-16702.18
141	85	-15273.93
140	86	-21257.679
139	87	-20368.639
138	88	-26679.877
137	89	-26353.575
136	90	-32048.939
135	91	-24216.205
134	92	-29743
133	93	1010
143	84	-14534.65
142	85	-16151.42
141	86	-19007.738
140	87	-21098.016
139	88	-24253.268
138	89	-27100.246
137	90	-29845.261
136	91	-25761.485
135	92	-28354.439
134	93	1010
143	85	-14075.37
142	86	-19996.458
141	87	-19010.794
140	88	-24762.589
139	89	-24693.067
138	90	-30727.784
137	91	1010
136	92	-28499.713
135	93	1010
134	94	1010
144	85	-14978.65
143	86	-17761.527
142	87	-20009.911
141	88	-22521.47
140	89	-25204.829
139	90	-28313.026
138	91	1010
137	92	-26832.09
136	93	1010
135	94	1010
144	86	-18664.77
143	87	-17624.962
142	88	-23415.016
141	89	-22826.561
140	90	-28705.054
139	91	-28477.928
138	92	1010
137	93	-26036.235
136	94	1010
135	95	1010
145	86	-16441.58
144	87	-18538.61
143	88	-21239.414
142	89	-23512.585
141	90	-26520.613
140	91	-29177.936
139	92	1010
138	93	-27577.844
137	94	1010
136	95	1010
145	87	-16231.16
144	88	-21853.505
143	89	-20999.224
142	90	-26886.7
141	91	-26523.097
140	92	-32575
139	93	1010
138	94	-29885
137	95	1010
136	96	1010
146	87	-16552.31
145	88	-19661.685
144	89	-21682.04
143	90	-24652.934
142	91	-26836.428
141	92	-30165.713
140	93	1010
139	94	-28275.32
138	95	1010
137	96	1010
146	88	-20154.029
145	89	-19356.83
144	90	-25023.162
143	91	-24569.077
142	92	-30305.846
141	93	-30372.153
140	94	1010
139	95	-27347
138	96	1010
137	97	1010
147	88	-17590.29
146	89	-19661.354
145	90	-22662.677
144	91	-24784.908
143	92	-27951.97
142	93	-30573.875
141	94	1010
140	95	-28570.83
139	96	1010
138	97	1010
147	89	-17379.045
146	90	-22947.672
145	91	-22545.185
144	92	-28214.793
143	93	-28124.665
142	94	-33645
141	95	-26046.58
140	96	-31836.29
139	97	1010
148	89	-17553.52
147	90	-20790.477
146	91	-22768.667
145	92	-25993.45
144	93	-28359.001
143	94	-31334
142	95	1010
141	96	-29371
140	97	1010
139	98	1010
148	90	-20916.16
147	91	-20575.654
146	92	-25973.961
145	93	-26141.654
