N	Z	P1n	P2n	P3n	P4n	P5n
179	83	1.5	19.7	7.2	13.9	53.6
180	83	14.4	8	13	5.5	54.3
181	83	0.8	13.7	7.1	14	61
182	83	10.6	6	14.5	3.3	61.4
183	83	0.2	6.3	4.7	17.6	68
184	83	6.8	3.2	14.1	4.1	67.8
185	83	0	2.5	0	12.7	82.4
186	83	0.5	0	2.1	1.7	93.8
187	83	0	0.2	0	0.7	97.6
188	83	0	0	0.3	0	98.1
189	83	0	0	0	0.2	98.5
131	84	0	0	0	0	0
132	84	0	0	0	0	0
133	84	0	0	0	0	0
134	84	0	0	0	0	0
135	84	1.1	0	0	0	0
136	84	0	0	0	0	0
137	84	2.9	0	0	0	0
138	84	0	0	0	0	0
139	84	2	0.4	0	0	0
140	84	1.3	0	0	0	0
141	84	4	1	0	0	0
142	84	2.6	0	0	0	0
143	84	5.7	1.5	0.2	0	0
144	84	3.8	0.1	0	0	0
145	84	8.8	1.8	0.5	0	0
146	84	4.6	0.6	0	0	0
147	84	13	2.1	0.5	0.2	0
148	84	5.4	0.9	0.1	0	0
149	84	24.3	2.5	0.6	0.4	0
150	84	6.5	1	0.4	0	0
151	84	37.2	3.1	0.7	0.5	0.2
152	84	9.4	1.2	0.7	0.1	0
153	84	46	3.8	0.8	0.5	0.3
154	84	14.1	1.3	0.7	0.3	0
155	84	49.4	5	0.9	0.6	0.5
156	84	22.8	1.6	0.8	0.3	0.2
157	84	53.3	7.2	1	0.6	0.6
158	84	32.7	1.9	0.9	0.4	0.4
159	84	51.9	11.9	1.2	0.7	0.8
160	84	37.3	2.2	1	0.4	0.5
161	84	42.7	20	1.4	0.8	0.9
162	84	40.7	2.9	1.1	0.4	0.7
163	84	33.3	30	1.8	0.9	1.1
164	84	43.5	4.1	1.4	0.5	0.9
165	84	27.5	35.3	2.4	1.1	1.3
166	84	42.8	6.5	1.7	0.6	1
167	84	24	38	3.7	1.3	1.5
168	84	39.7	11.1	2.3	0.6	1.2
169	84	20.2	39	5.7	1.7	1.7
170	84	31	19.6	3.3	0.7	1.5
171	84	18.4	37.6	11.2	2.5	2.1
172	84	22.7	28.5	5.2	1	1.8
173	84	16.4	28.1	20.8	4	2.5
174	84	17.4	29.5	9	1.3	2.1
175	84	15.8	18	28.3	7.7	3.2
176	84	5.8	7.7	7.5	0.8	1.5
177	84	8.7	9.5	13.4	13.1	3.3
178	84	9.2	10.3	22.5	2.6	2.9
179	84	9	10.9	8.6	27.1	6.1
180	84	9.6	7.5	27	8.5	4.9
181	84	9.3	10.9	6.4	23.7	21.7
182	84	8.9	5.9	14.4	23.2	11.6
183	84	7.2	12.2	5.1	10.8	44.7
184	84	8.7	4.6	8	10.3	38.7
185	84	0.8	10.8	4.2	12	53.7
186	84	2.2	2.5	8.3	6.7	70.2
187	84	0	1.3	2.1	5.9	87.7
188	84	0	0	4.8	2.2	87.6
189	84	0	0	0	0.6	97.1
133	85	2	0	0	0	0
134	85	0	0	0	0	0
135	85	0	0	0	0	0
136	85	2.7	0	0	0	0
137	85	5	1.1	0	0	0
138	85	5.7	0	0	0	0
139	85	7	1.7	0.1	0	0
140	85	7.8	0.2	0	0	0
141	85	17.7	2.2	0.4	0	0
142	85	15	0.9	0	0	0
143	85	38.2	2.8	0.5	0.2	0
144	85	15.1	0.9	0.2	0	0
145	85	46	3	0.6	0.4	0
146	85	36.4	1.3	0.6	0	0
147	85	58.6	4.2	0.6	0.5	0.1
148	85	50.7	1.5	0.8	0.1	0
149	85	69.5	6.4	0.8	0.6	0.2
150	85	59.4	1.8	0.9	0.3	0
151	85	71.1	10.1	0.9	0.6	0.4
152	85	65.9	2.2	1.1	0.3	0.2
153	85	66.3	17.6	1.1	0.7	0.5
154	85	70.1	2.8	1.2	0.4	0.3
155	85	52.6	32.5	1.3	0.8	0.7
156	85	72.6	3.8	1.5	0.4	0.5
157	85	41	45.4	1.6	1	0.8
158	85	73.1	5.7	1.8	0.5	0.7
159	85	33.2	53.1	2.1	1.1	1
160	85	69.8	9.7	2.2	0.5	0.9
161	85	29.1	56.6	2.7	1.3	1.2
162	85	61.8	17.8	2.8	0.6	1
163	85	25.8	58.7	4	1.7	1.4
164	85	51.5	28.5	4	0.7	1.3
165	85	23.4	57.8	6.7	2.1	1.6
166	85	45.2	33.3	6.4	0.8	1.5
167	85	21.5	51.3	14.8	3	1.9
168	85	41.3	31.5	13	1	1.8
169	85	19.4	40.4	25.8	4.7	2.2
170	85	38	21.4	26.3	1.3	2.1
171	85	17	35.5	28.2	9	2.6
172	85	35.6	15	34.4	1.9	2.6
173	85	14.7	32.9	21.1	20.6	3.3
174	85	32.9	12.7	37.3	3.3	3.3
175	85	12.2	31.6	11.8	32.8	4.5
176	85	31	11.1	35.8	7.9	4.6
177	85	3.6	7.3	1.9	7.2	2.4
178	85	18.5	6.7	14.3	12.3	5
179	85	5.1	22.9	5.5	23.8	13.4
180	85	21	8.3	13.5	14.6	18.8
181	85	5.7	23.2	7.3	14.6	34.1
182	85	19.9	8	14	6.6	37
183	85	3.6	20.9	6.5	15.9	46.3
184	85	14.3	6.1	16.2	5.2	48.2
185	85	0	14.7	1.6	20.8	56.7
186	85	1.5	0.9	8.4	3.4	83.3
187	85	0	0.6	0.2	3.4	94
188	85	0	0	0.9	0.3	96.6
189	85	0	0	0	0.5	97.9
191	85	0	0	0	0.1	98.5
138	86	0	0	0	0	0
139	86	0.3	0	0	0	0
140	86	0	0	0	0	0
141	86	1.9	0	0	0	0
142	86	0	0	0	0	0
143	86	2.5	0.2	0	0	0
144	86	0.1	0	0	0	0
145	86	4.2	0.8	0	0	0
146	86	2	0	0	0	0
147	86	5.9	1.5	0	0	0
148	86	3.3	0	0	0	0
149	86	8.2	1.7	0.3	0	0
150	86	4.2	0.3	0	0	0
151	86	11.9	1.8	0.5	0.1	0
152	86	4.8	0.7	0	0	0
153	86	20.1	2.2	0.6	0.3	0
154	86	6.1	1	0.3	0	0
155	86	30	2.7	0.6	0.4	0.1
156	86	9	1.1	0.6	0	0
157	86	42.6	3.3	0.7	0.5	0.2
158	86	15.3	1.3	0.7	0.2	0
159	86	48	4.3	0.8	0.5	0.4
160	86	22.7	1.5	0.8	0.3	0.1
161	86	50.9	5.9	0.9	0.6	0.5
162	86	29.6	1.7	0.8	0.3	0.3
163	86	49.2	8.5	1	0.6	0.7
164	86	35.2	2.1	0.9	0.4	0.4
165	86	45.1	14.6	1.2	0.7	0.8
166	86	39.6	2.7	1.1	0.4	0.6
167	86	36.6	25	1.5	0.8	1
168	86	43.1	3.7	1.3	0.5	0.8
169	86	29.4	32.8	2	1	1.1
170	86	43.1	5.8	1.6	0.5	0.9
171	86	24.9	36.6	2.7	1.2	1.3
172	86	39.8	9.9	2	0.6	1.1
173	86	22.3	38.2	4.2	1.5	1.6
174	86	31.1	18.7	2.7	0.7	1.3
175	86	19.8	36.5	7.8	2	1.8
176	86	23.5	26.5	4.7	0.9	1.6
177	86	18.5	26.7	18.9	3.1	2.3
178	86	17.8	28.2	8.1	1.2	1.9
179	86	8.3	10.6	13.6	3.8	2
180	86	11.4	12.6	14.8	1.4	2.1
181	86	10.9	12.7	13.4	17.2	3.7
182	86	12.7	7.9	25.3	4	3.3
183	86	9.3	15.5	6.1	27.8	10.4
184	86	12.9	6.4	15.6	19.5	7.6
185	86	2.6	16.9	6.3	11.2	35.2
186	86	9.1	7	9.9	4.9	32.3
187	86	0	8.8	3.7	13.3	47.1
188	86	0.6	0	6.4	7.8	45.9
189	86	0	1.4	0	12.8	63.6
190	86	0	0	1.1	0	62.9
191	86	0	0	0	3.5	84.8
141	87	4.6	0.8	0	0	0
142	87	4.5	0	0	0	0
143	87	7.6	1.6	0	0	0
144	87	7.1	0	0	0	0
145	87	13.4	2	0.2	0	0
146	87	9.6	0.5	0	0	0
147	87	20.9	2.3	0.5	0	0
148	87	17.7	1	0	0	0
149	87	49.5	3.1	0.6	0.3	0
150	87	29.7	1.3	0.3	0	0
151	87	64.3	4.1	0.7	0.5	0
152	87	43.5	1.4	0.7	0	0
153	87	69.5	5.4	0.7	0.5	0.2
154	87	55	1.7	0.9	0.1	0
155	87	70.9	7.6	0.8	0.6	0.3
156	87	49.4	1.7	0.8	0.3	0.1
157	87	65.1	12	1	0.6	0.4
158	87	68	2.5	1.1	0.3	0.2
159	87	60.1	23.5	1.2	0.7	0.6
160	87	71.3	3.4	1.3	0.4	0.4
161	87	48.2	37	1.4	0.9	0.7
162	87	72.2	4.6	1.5	0.4	0.6
163	87	40.4	44.8	1.6	1	0.9
164	87	71.5	7.2	1.9	0.5	0.7
165	87	35.4	50.1	2.1	1.1	1
166	87	66.7	13.3	2.4	0.5	0.9
167	87	32	53	2.9	1.4	1.2
168	87	56.3	24.5	3.3	0.6	1.1
169	87	29.1	54.1	4.7	1.7	1.4
170	87	49.3	30.3	5.1	0.7	1.3
171	87	25.2	53.2	8.7	2.3	1.6
172	87	44	31.5	9.2	0.9	1.6
173	87	21.9	45.7	18.6	3.3	1.9
174	87	41.1	23.9	20.3	1.2	1.9
175	87	19.1	37	27.3	6	2.3
176	87	38.2	15.6	31.2	1.7	2.3
177	87	15.7	34.7	23.9	15.5	3
178	87	34.6	13.8	35.8	3	3.1
179	87	11.5	35.2	11.1	30.8	4.1
180	87	14	5.8	13.4	3.4	2.5
181	87	7.1	22	6.7	23	5.6
182	87	21.6	9.8	15.7	17.8	8
183	87	4.9	24.4	9.1	19	25.2
184	87	18.3	8.4	17.5	7.7	31.4
185	87	1.1	15.2	5.3	20.1	33.9
186	87	10.3	2.4	12.4	5.2	30.1
187	87	0	18.9	3.4	8	27.6
188	87	2.8	0	5.5	1	10.6
189	87	0	14.7	0	26.5	39.9
190	87	0	0	5.8	0	57.3
191	87	0	0	0	5.5	88.4
193	87	0	0	0	0.3	97.3
195	87	0	0	0	0.1	97.7
197	87	0	0	0	0.3	95.9
139	88	0	0	0	0	0
140	88	0	0	0	0	0
141	88	0	0	0	0	0
142	88	0	0	0	0	0
143	88	0	0	0	0	0
144	88	0	0	0	0	0
145	88	1.3	0	0	0	0
146	88	0	0	0	0	0
147	88	2.9	0	0	0	0
148	88	0	0	0	0	0
149	88	3.7	0.6	0	0	0
150	88	0.7	0	0	0	0
151	88	4.7	1.1	0	0	0
152	88	2.1	0	0	0	0
153	88	5.8	1.4	0.2	0	0
154	88	3.7	0	0	0	0
155	88	9.8	1.8	0.5	0	0
156	88	4.5	0.5	0	0	0
157	88	17.3	2	0.6	0.2	0
158	88	4.5	0.7	0.1	0	0
159	88	24.2	2.2	0.6	0.4	0
160	88	8	1	0.4	0	0
161	88	35.1	2.8	0.7	0.4	0.1
162	88	12.4	1.2	0.6	0.1	0
163	88	39.8	3.5	0.7	0.5	0.3
164	88	19.5	1.4	0.7	0.3	0
165	88	45.1	4.6	0.8	0.5	0.4
166	88	27.2	1.6	0.8	0.3	0.2
167	88	46.4	6.4	1	0.6	0.6
168	88	34.2	1.9	0.9	0.4	0.3
169	88	44.7	10.2	1.1	0.7	0.7
170	88	38	2.4	1	0.4	0.5
171	88	38	18.2	1.3	0.7	0.8
172	88	39.1	3.2	1.2	0.4	0.7
173	88	29.2	27.4	1.6	0.9	1
174	88	38.8	4.9	1.4	0.5	0.8
175	88	24.5	32.3	2.1	1	1.2
176	88	36.1	8.7	1.8	0.6	1
177	88	23.4	34	3.6	1.3	1.4
178	88	28.1	18	2.5	0.7	1.3
179	88	20.4	33.3	6.6	1.8	1.7
180	88	21.8	25.9	4.5	0.9	1.6
181	88	19.5	21.8	22.1	3.3	2.3
182	88	11.8	13.6	7.4	0.9	1.5
183	88	11.1	15.2	15.7	10.9	2.9
184	88	15.1	7.7	22.2	2.9	2.7
185	88	7.2	24.5	8.6	24.7	13.8
186	88	15.6	10.1	12	13.3	18.8
187	88	2.4	8.8	12.6	17.3	40.6
188	88	4.7	2.1	15.2	9.2	39.1
189	88	0	8	1.6	9.9	65.4
190	88	0.7	0	4.6	2.6	60.7
191	88	0	1.3	0	9.6	77.7
192	88	0	0	0.9	0	67.7
193	88	0	0	0	2.6	89.5
195	88	0	0	0	0.4	93.8
140	89	0	0	0	0	0
141	89	0	0	0	0	0
142	89	0	0	0	0	0
143	89	0	0	0	0	0
144	89	0	0	0	0	0
145	89	4	0.6	0	0	0
146	89	2.4	0	0	0	0
147	89	4.1	1	0	0	0
148	89	3.9	0	0	0	0
149	89	8.9	1.7	0.1	0	0
150	89	8.5	0.2	0	0	0
151	89	22	2.2	0.4	0	0
152	89	12.4	0.8	0	0	0
153	89	39.9	2.7	0.5	0.1	0
154	89	17.3	1.1	0.2	0	0
155	89	54.9	3.2	0.6	0.4	0
156	89	26	1.3	0.5	0	0
157	89	67.2	3.8	0.7	0.5	0.1
158	89	40.1	1.4	0.8	0.1	0
159	89	69.6	4.8	0.7	0.5	0.2
160	89	50.2	1.7	0.9	0.3	0
161	89	59.5	7.9	0.8	0.5	0.3
162	89	63.8	2.3	1	0.3	0.2
163	89	63.3	17	1	0.7	0.5
164	89	69.7	3	1.2	0.4	0.3
165	89	55.3	28.3	1.2	0.8	0.6
166	89	72.3	4.1	1.4	0.4	0.5
167	89	46.7	37.7	1.4	0.9	0.8
168	89	73.4	6.1	1.8	0.4	0.7
169	89	42.3	43.3	1.9	1	0.9
170	89	70.1	11.6	2.2	0.5	0.8
171	89	38.7	47	2.6	1.2	1.1
172	89	59	22.2	2.9	0.6	1
173	89	33.9	50	3.6	1.5	1.3
174	89	52.1	28.6	4.3	0.7	1.2
175	89	28.7	51.7	6.2	2	1.5
176	89	48.2	29.1	8.1	0.9	1.5
177	89	25.5	43.4	17.7	2.9	1.8
178	89	44.8	20.8	20	1.2	1.8
179	89	20.1	39	24.3	5.6	2.2
180	89	40.7	15.5	29.5	1.8	2.4
181	89	14.7	39.1	16.1	19.6	3.1
182	89	34.5	16.9	32	4.5	3.4
183	89	5.7	17.6	5.8	14.5	3.2
184	89	12.6	7.2	9.2	9	3.6
185	89	2.7	28.8	9.4	24.6	29
186	89	16.9	8.3	25.9	10.3	32.1
187	89	0	11.3	9.4	24.9	50.5
188	89	8.5	0	19.1	10.1	56.8
189	89	0	1.8	0	19.1	75.7
190	89	1.6	0	12.9	0.5	79.6
191	89	0	0.4	0	2.3	94.1
192	89	0.2	0	1.8	0	92.1
193	89	0	0.1	0	1.1	95.6
194	89	0	0	0.1	0	95
195	89	0	0	0	1.2	95
197	89	0	0	0	0.5	96.2
199	89	0	0	0	0.4	96.6
201	89	0	0	0	0.3	97.1
203	89	0	0	0	0.1	98.1
205	89	0	0	0	0.1	98.2
141	90	0	0	0	0	0
143	90	0	0	0	0	0
144	90	0	0	0	0	0
145	90	0	0	0	0	0
146	90	0	0	0	0	0
147	90	0	0	0	0	0
148	90	0	0	0	0	0
149	90	0.4	0	0	0	0
150	90	0	0	0	0	0
151	90	1.5	0	0	0	0
152	90	0	0	0	0	0
153	90	3.4	0.2	0	0	0
154	90	0	0	0	0	0
155	90	4.1	0.8	0	0	0
156	90	1.5	0	0	0	0
157	90	5.1	1.3	0	0	0
158	90	2.8	0	0	0	0
159	90	6	1.5	0.3	0	0
160	90	3.5	0.2	0	0	0
161	90	7.9	1.6	0.5	0	0
162	90	4	0.7	0	0	0
163	90	9.5	1.8	0.5	0.2	0
164	90	5.1	0.9	0.3	0	0
165	90	15.8	1.9	0.5	0.4	0
166	90	6.4	1	0.5	0	0
167	90	21.7	2.3	0.6	0.4	0.2
168	90	9.8	1.1	0.6	0.2	0
169	90	39	3.6	0.8	0.5	0.3
170	90	24.6	1.4	0.7	0.3	0.1
171	90	41.6	4.8	0.9	0.5	0.5
172	90	30	1.7	0.8	0.3	0.3
173	90	39.8	7.5	1	0.6	0.6
174	90	33.2	2.2	0.9	0.4	0.4
175	90	34.5	13.7	1.1	0.7	0.7
176	90	35	2.9	1.1	0.4	0.6
177	90	28.7	22.8	1.5	0.8	0.9
178	90	35.2	4.5	1.3	0.5	0.8
179	90	24.8	28.1	2	1	1.1
180	90	33.1	9.3	1.8	0.6	1
181	90	23	30.8	3.6	1.3	1.4
182	90	24	20.8	3	0.7	1.3
183	90	21.5	25.7	14.9	2.5	1.9
184	90	21	21.6	8.9	1.2	1.8
185	90	13.3	27.1	8.8	20.9	3.3
186	90	18.3	13	17.2	9.9	3.7
187	90	4.6	18.7	14.1	16.3	24.7
188	90	10.8	5.6	15.7	8	23.8
189	90	1	8.2	5.6	19.2	43.5
190	90	7.6	1.5	8.7	5.4	39.2
191	90	0	7.6	0.5	10.1	61.1
192	90	5.6	0	7.2	1.3	41.5
193	90	0	5.9	0	7.8	66.9
194	90	1.9	0	5.7	0	47.7
195	90	0	2.6	0	6.2	56.3
196	90	0	0	1.5	0	42.8
197	90	0	0	0	8.6	64.6
199	90	0	0	0	4.1	79.1
201	90	0	0	0	0.5	95.2
143	91	0	0	0	0	0
144	91	0	0	0	0	0
145	91	0	0	0	0	0
146	91	0	0	0	0	0
147	91	0	0	0	0	0
148	91	0	0	0	0	0
149	91	3.4	0.4	0	0	0
150	91	1.5	0	0	0	0
151	91	3.6	0.8	0	0	0
152	91	2.5	0	0	0	0
153	91	4	1.2	0	0	0
154	91	4	0	0	0	0
155	91	15.6	1.9	0.3	0	0
156	91	11.5	0.6	0	0	0
157	91	35.1	2.5	0.5	0	0
158	91	17.3	1.1	0	0	0
159	91	52.3	2.9	0.6	0.3	0
160	91	23.3	1.2	0.4	0	0
161	91	62	3.4	0.6	0.4	0
162	91	35.5	1.4	0.7	0	0
163	91	61.7	4.2	0.6	0.5	0.1
164	91	46.8	1.6	0.8	0.2	0
165	91	69.6	5.3	0.8	0.5	0.3
166	91	53.3	1.8	0.9	0.3	0.1
167	91	65.7	7.6	0.8	0.6	0.4
168	91	58.6	2.1	1	0.3	0.2
169	91	64.7	13.1	1	0.6	0.5
170	91	59.7	2.7	1.1	0.4	0.4
171	91	60.2	20.2	1.2	0.7	0.7
172	91	61.8	4	1.4	0.4	0.6
173	91	50.8	25.8	1.3	0.8	0.8
174	91	60.7	7.1	1.6	0.4	0.7
175	91	46	29.8	1.6	1	0.9
176	91	55.4	13.8	2.2	0.5	0.9
177	91	37.5	45.9	3.3	1.4	1.2
178	91	55.3	25.9	4.6	0.7	1.2
179	91	30.7	48.8	7	1.9	1.5
180	91	50.3	24.9	10.8	0.9	1.5
181	91	23.1	43.8	19.2	3.4	1.9
182	91	45.1	18	23.7	1.4	2
183	91	14.4	43.9	18.3	14	2.7
184	91	35.5	18.7	29.4	3.7	2.9
185	91	6	39.4	11.4	30.6	5.9
186	91	21.5	17.6	25.7	12.1	15.4
187	91	0.6	20.2	12.8	30.4	31.7
188	91	15.6	3.7	25.4	11.8	37.5
189	91	0	5.1	3.3	28.6	58.9
190	91	9.2	0	18	4.6	62.3
191	91	0	2.2	0	15.8	78.2
192	91	4.7	0	16.6	0	72.2
193	91	0	1.2	0	5.7	89.3
194	91	5.8	0	19.2	0	64.5
195	91	0	1.1	0	5.4	88.5
196	91	2.3	0	8.7	0	78.6
197	91	0	0.4	0	2.8	92.3
198	91	0.2	0	1.5	0	90.3
199	91	0	0.1	0	1.6	94.1
200	91	0	0	0.1	0	92.8
201	91	0	0	0	1.2	95.1
203	91	0	0	0	0.6	96
205	91	0	0	0	0.4	96.5
207	91	0	0	0	0.2	97.8
209	91	0	0	0	0.1	98
211	91	0	0	0	0.1	98.1
144	92	0	0	0	0	0
145	92	0	0	0	0	0
146	92	0	0	0	0	0
147	92	0	0	0	0	0
148	92	0	0	0	0	0
149	92	0	0	0	0	0
150	92	0	0	0	0	0
151	92	0	0	0	0	0
152	92	0	0	0	0	0
153	92	0	0	0	0	0
154	92	0	0	0	0	0
155	92	0.7	0	0	0	0
156	92	0	0	0	0	0
157	92	2	0	0	0	0
158	92	0	0	0	0	0
159	92	3.8	0.4	0	0	0
160	92	0.4	0	0	0	0
161	92	4.3	0.9	0	0	0
162	92	2	0	0	0	0
163	92	4.2	1.3	0	0	0
164	92	3.1	0	0	0	0
165	92	5.7	1.4	0.3	0	0
166	92	3.5	0.5	0	0	0
167	92	6.7	1.5	0.5	0.1	0
168	92	4.3	0.8	0.1	0	0
169	92	11	1.7	0.5	0.3	0
170	92	5	0.9	0.4	0	0
171	92	17.4	1.9	0.6	0.4	0.1
172	92	7.6	1	0.6	0.1	0
173	92	18.4	2.3	0.6	0.4	0.2
174	92	11.1	1.1	0.6	0.3	0
175	92	22	2.8	0.7	0.4	0.3
176	92	15.7	1.3	0.7	0.3	0.2
177	92	25.2	3.7	0.8	0.5	0.5
178	92	18.2	1.5	0.7	0.3	0.4
179	92	21.5	6.7	0.8	0.6	0.6
180	92	21.1	2	0.9	0.4	0.5
181	92	18.6	13.3	1.1	0.7	0.8
182	92	22.2	3.5	1.1	0.4	0.7
183	92	18.4	19.1	1.9	0.9	1.1
184	92	18	10.3	1.7	0.5	1
185	92	13.1	19.8	8.3	2.2	1.5
186	92	21.7	12.6	14.7	1.5	1.9
187	92	10.3	25.7	14.4	18.4	5.8
188	92	14.1	8.4	14	12	6.3
189	92	4.4	18	8.8	19.2	23.9
190	92	10.1	4.7	11.6	6.3	20.8
191	92	2	15.4	5.5	12.8	38.5
192	92	9.2	2.1	10.1	3.9	28.1
193	92	3.1	8.9	5.7	6.8	29.1
194	92	4.3	0.8	4.1	1.6	21.6
195	92	0	11.1	0	11	31.9
196	92	4	0.1	3.5	0.7	25.1
197	92	0	5.8	1.4	9.5	40.8
198	92	3	0	3.2	0.1	28.2
199	92	0	4.9	0	9.6	47.1
200	92	1.8	0	2.9	0	31.9
201	92	0	2.9	0	6.9	56
202	92	0.3	0	1.9	0	36.6
203	92	0	0.6	0	5.6	64
204	92	0	0	0.4	0	42.9
205	92	0	0	0	5.9	72.1
207	92	0	0	0	6.2	78.3
209	92	0	0	0	0.2	95.4
211	92	0	0	0	0.1	95.9
146	93	0	0	0	0	0
147	93	0	0	0	0	0
148	93	0	0	0	0	0
149	93	0	0	0	0	0
150	93	0	0	0	0	0
151	93	0	0	0	0	0
152	93	0	0	0	0	0
153	93	3.2	0.2	0	0	0
154	93	1	0	0	0	0
155	93	3.3	0.7	0	0	0
156	93	2.2	0	0	0	0
157	93	4.1	1.1	0	0	0
158	93	3.4	0	0	0	0
159	93	5	1.3	0.1	0	0
160	93	10.4	0.4	0	0	0
161	93	30.2	2.3	0.5	0	0
162	93	15.7	1	0	0	0
163	93	34	2.7	0.5	0.2	0
164	93	22.9	1.2	0.3	0	0
165	93	55.3	3.1	0.6	0.4	0
166	93	32.2	1.3	0.6	0	0
167	93	56.7	3.6	0.6	0.5	0.1
168	93	42.7	1.5	0.8	0.2	0
169	93	64.4	4.3	0.7	0.5	0.2
170	93	46.2	1.7	0.9	0.3	0
171	93	63.9	5.8	0.8	0.5	0.3
172	93	57.1	1.9	1	0.3	0.2
173	93	56.8	9.2	0.8	0.6	0.5
174	93	60.7	2.7	1.1	0.4	0.4
175	93	56.8	15.8	1	0.7	0.6
176	93	60.9	3.9	1.3	0.4	0.5
177	93	52.4	20.9	1.2	0.8	0.7
178	93	58.6	7.7	1.6	0.4	0.7
179	93	43.6	25.6	1.4	0.9	0.9
180	93	54.9	13.1	2.3	0.5	0.9
181	93	43	30.8	2.7	1.2	1.1
182	93	52.6	16.2	4.3	0.6	1.2
183	93	36	35.3	9.5	2	1.5
184	93	46.2	13.5	12.9	0.9	1.6
185	93	27.8	35.1	8.8	11.4	2.2
186	93	40.6	12.9	17.5	4.3	2.5
187	93	5.4	47	11.7	18	9.5
188	93	38.9	6.8	17.6	7.5	13.7
189	93	1.4	38.3	7.9	19.6	25
190	93	17.3	3.2	25.8	6.7	39.9
191	93	0.3	7.6	5.2	24.8	57.7
192	93	14.6	0	24.7	2.1	52.3
193	93	0	22.7	0	25.1	44.4
194	93	25.9	0	18.4	1.6	37.1
195	93	0	10.9	0	27.6	54.6
196	93	21.4	0	14.6	0	48.4
197	93	0	5.3	0	25.2	63.2
198	93	13.5	0	18.3	0	56.7
199	93	0	2.1	0	12.6	80.2
200	93	7.2	0	16.5	0	65.7
201	93	0	1.2	0	5.5	88.6
202	93	3.1	0	9.1	0	78.7
203	93	0	0.6	0	2.9	92.1
204	93	1	0	2.6	0	88.8
205	93	0	0.3	0	2	93.6
206	93	0.1	0	0.9	0	92
207	93	0	0	0	1.4	94.8
208	93	0	0	0.1	0	93.8
209	93	0	0	0	0.8	95.6
211	93	0	0	0	13.6	73.8
213	93	0	0	0	0.3	97.5
215	93	0	0	0	0.2	97.7
147	94	0	0	0	0	0
148	94	0	0	0	0	0
149	94	0	0	0	0	0
150	94	0	0	0	0	0
151	94	0	0	0	0	0
152	94	0	0	0	0	0
153	94	0	0	0	0	0
154	94	0	0	0	0	0
155	94	0	0	0	0	0
156	94	0	0	0	0	0
157	94	0	0	0	0	0
158	94	0	0	0	0	0
159	94	0.5	0	0	0	0
160	94	0	0	0	0	0
161	94	1.4	0	0	0	0
162	94	0	0	0	0	0
163	94	3.2	0.2	0	0	0
164	94	0.2	0	0	0	0
165	94	4.1	0.7	0	0	0
166	94	1.9	0	0	0	0
167	94	4.2	1.2	0	0	0
168	94	3	0	0	0	0
169	94	5.1	1.3	0.2	0	0
170	94	3.3	0.4	0	0	0
171	94	6.3	1.4	0.5	0	0
172	94	3.9	0.8	0	0	0
173	94	6.8	1.5	0.5	0.2	0
174	94	4.4	0.8	0.3	0	0
175	94	10.1	1.7	0.5	0.4	0
176	94	4.4	1	0.5	0.1	0
177	94	20.3	1.7	0.7	0.3	0.2
178	94	6.1	1.1	0.5	0.3	0
179	94	13.3	2.4	0.6	0.4	0.3
180	94	11.1	1.2	0.6	0.3	0.2
181	94	18.8	4	0.7	0.5	0.5
182	94	16.7	1.7	0.8	0.3	0.4
183	94	18.6	10.6	1	0.6	0.7
184	94	18.8	3	1	0.4	0.6
185	94	16.3	17.8	2	1	1.1
186	94	13.3	9.8	1.9	0.6	1
187	94	13.2	14.7	11	4.1	1.9
188	94	9.9	5.9	10.3	1.6	1.8
189	94	7.6	11.9	6.2	12.1	5.8
190	94	7.8	3.8	8.4	5.1	5.2
191	94	7.5	11	4.4	7.9	16
192	94	6.1	3.1	6.6	3.4	11.3
193	94	6.3	14	2.7	6.8	17.1
194	94	5.9	1.7	5.8	1.9	13.3
195	94	3.6	15.8	2.2	6.4	20.6
196	94	4.8	1.8	4.9	1.8	15.5
197	94	2.4	16.6	2.2	6.4	24.1
198	94	4.9	1.1	5	1.4	17.9
199	94	1.7	16.1	2.4	7	27.6
200	94	4.4	0.8	4.5	1.3	20.1
201	94	0	16.4	0.5	9.5	30.8
202	94	4.5	0	4.8	0.5	23
203	94	0	12.6	0.7	12.1	35.7
204	94	3.6	0	4.1	0.5	26.4
205	94	0	8.9	0	14.5	41.8
206	94	2.8	0	3.5	0.1	30.1
207	94	0	5.7	0	13.1	50.3
208	94	1.8	0	2.7	0	33.9
209	94	0	3.3	0	9.4	60.2
210	94	0.4	0	1.5	0	28.9
211	94	0	0.6	0	7.6	58.8
212	94	0	0	0.5	0	33.6
213	94	0	0	0	1.2	92.6
215	94	0	0	0	0.5	93.8
217	94	0	0	0	0.2	94.9
149	95	0	0	0	0	0
150	95	0	0	0	0	0
151	95	0	0	0	0	0
152	95	0	0	0	0	0
153	95	0	0	0	0	0
154	95	0	0	0	0	0
155	95	0	0	0	0	0
156	95	0	0	0	0	0
157	95	0	0	0	0	0
158	95	0.6	0	0	0	0
159	95	3.9	0.6	0	0	0
160	95	2.2	0	0	0	0
161	95	4.3	1	0	0	0
162	95	3.2	0	0	0	0
163	95	4.3	1.3	0.1	0	0
164	95	8.5	0.3	0	0	0
165	95	25	2.2	0.4	0	0
166	95	16	1	0	0	0
