N	Z	P1n	P2n	P3n	P4n	P5n
73	48	0.9	0	0	0	0
74	48	0.4	0	0	0	0
75	48	1.2	0.2	0	0	0
76	48	1.1	0	0	0	0
77	48	1.3	0.5	0	0	0
78	48	1.4	0.2	0	0	0
79	48	1.6	0.6	0.2	0	0
80	48	1.6	0.4	0.1	0	0
81	48	2.5	0.8	0.3	0.1	0
82	48	2.7	0.6	0.3	0.1	0
83	48	6.2	1.9	0.3	0.3	0.2
84	48	78.2	2.4	0.7	0.3	0.3
85	48	25.6	60.1	1.6	0.6	0.5
86	48	70.2	10.3	4	0.7	0.7
87	48	10.3	69.7	4.4	3.3	1.3
88	48	51.8	25.7	5	1.5	1.8
89	48	7.2	63.6	11.5	4.4	2.9
90	48	32.7	40.1	8.1	2.4	2.8
91	48	5.5	42.8	29	7.6	5
92	48	25.9	31.8	21.6	2.5	4.9
93	48	5.9	28.8	25.9	23.7	7.8
94	48	16.1	43.3	25.8	2.3	4.7
95	48	2.9	15.2	38.2	31.5	7.4
96	48	10	24.5	47.6	4.1	6.3
97	48	1.9	9.6	13.5	58.9	11.6
98	48	7.1	10.1	58	8.6	9.6
99	48	1.6	4.7	6.9	43.6	39.6
100	48	5	5.5	39.6	26.5	17.1
101	48	0.7	4.4	2.7	20.9	67.5
102	48	3.8	3.3	16.2	28.3	42.8
103	48	0.5	3	1.8	8.2	83
104	48	3.1	2	8.5	9	72.2
105	48	0.3	2.1	1.3	4.6	88.7
106	48	2.5	1.2	4.6	4.3	82.6
107	48	0.1	1.4	0.4	3.5	91.7
108	48	1.9	0.8	2.9	1.7	88.2
109	48	0	0.7	0.3	1.7	94.7
110	48	1.3	0.3	2.2	0.9	91.1
111	48	0	0.4	0.1	0.9	96.3
112	48	0.7	0	1.5	0.5	93.1
113	48	0	0.2	0	0.3	97.5
114	48	0	0	0.4	0	96.6
115	48	0	0	0	0.1	98.2
65	49	0	0	0	0	0
67	49	0	0	0	0	0
68	49	0	0	0	0	0
69	49	0	0	0	0	0
70	49	0	0	0	0	0
71	49	1.3	0	0	0	0
72	49	0.4	0	0	0	0
73	49	1.7	0.1	0	0	0
74	49	1.5	0	0	0	0
75	49	1.8	0.5	0	0	0
76	49	2.1	0.1	0	0	0
77	49	2	0.7	0.1	0	0
78	49	2.4	0.4	0	0	0
79	49	2.5	0.8	0.2	0	0
80	49	2.9	0.5	0.2	0	0
81	49	3.2	0.9	0.3	0.2	0
82	49	4.5	0.7	0.4	0.1	0
83	49	15.3	2.4	0.3	0.3	0.2
84	49	89.3	3.4	0.9	0.3	0.3
85	49	7.5	84.5	1.8	0.7	0.5
86	49	34.5	52	7.8	0.8	0.8
87	49	4.3	78.8	7.7	3.8	1.3
88	49	22.7	38.2	30.3	2	2.4
89	49	4.6	43.6	34.8	9.7	3.4
90	49	18.9	27.9	42.6	2.4	4.1
91	49	2	40.7	19.6	28.7	5.2
92	49	14.6	23.3	48.2	4	6.3
93	49	0.9	12.3	35.9	42.4	5.5
94	49	5.4	7.2	73.5	4.9	6.1
95	49	0.6	7.8	11.1	69.4	8.3
96	49	3.9	4.1	68.1	11.5	9.6
97	49	0.4	5.5	3.8	72.8	14.9
98	49	2.9	2.1	39.9	31.5	21.1
99	49	0.4	2.5	3	30.6	61.1
100	49	2	1.6	16.3	23.6	53.9
101	49	0.2	2.2	1.1	17.5	76.7
102	49	1.5	0.8	8.6	7.5	79.2
103	49	0.1	1.4	0.6	7.3	88.4
104	49	1.2	0.4	5.2	2.9	88.1
105	49	0	1.1	0.2	4.3	92.4
106	49	1	0.2	3.2	1.2	92.2
107	49	0	0.8	0.1	2.4	94.9
108	49	0.7	0.1	1.9	0.5	94.7
109	49	0	0.5	0	1.2	96.5
110	49	0.6	0	1.3	0.1	96.1
111	49	0	0.3	0	0.8	97.3
112	49	0.4	0	0.8	0	97
113	49	0	0.2	0	0.4	97.9
114	49	0.1	0	0.3	0	97.8
115	49	0	0.1	0	0.3	98.3
116	49	0	0	0.1	0	98.2
117	49	0	0	0	0.2	98.5
63	50	0	0	0	0	0
71	50	0	0	0	0	0
73	50	0	0	0	0	0
75	50	0	0	0	0	0
76	50	0	0	0	0	0
77	50	0	0	0	0	0
78	50	0	0	0	0	0
79	50	1	0	0	0	0
80	50	0.3	0	0	0	0
81	50	1.9	0.3	0	0	0
82	50	3.2	0	0	0	0
83	50	1.5	0.8	0.2	0	0
84	50	6.4	0.8	0.4	0	0
85	50	9	3	0.6	0.3	0.1
86	50	7.7	1.2	1	0.3	0.1
87	50	13.8	3.3	0.7	0.8	0.5
88	50	9.8	1.4	0.8	0.3	0.6
89	50	27.7	4.6	0.9	0.7	0.9
90	50	13	1.5	1	0.4	0.8
91	50	37.8	7.1	1	0.9	1.1
92	50	22.3	1.8	1.4	0.4	1
93	50	57	11.6	1.4	1.2	1.4
94	50	36.3	2.5	1.7	0.5	1.3
95	50	52	24.8	1.9	1.6	1.7
96	50	55.7	3.4	2.1	0.7	1.6
97	50	29	51.8	3.3	2.1	2.3
98	50	68	4.9	3.1	0.9	2
99	50	12.4	67	4.5	3	3
100	50	64.2	9.4	3.7	1.3	2.6
101	50	7.3	65.2	10.8	4.8	4.2
102	50	51.3	23.1	6.2	1.5	3.7
103	50	4.6	32.2	41	10.4	6
104	50	24.8	43	14	2.1	5
105	50	2.6	15.8	29.3	38.2	9.2
106	50	14.3	26.2	39.8	3.7	7.1
107	50	1.2	10.2	8	58.9	17.3
108	50	9.8	9.3	52.5	9.9	10.9
109	50	0.8	4.7	5	21.9	64
110	50	7	6.1	27	30.7	22.4
111	50	0.4	2.4	2.3	11	80.5
112	50	4.3	3.6	10.9	12.6	62.7
113	50	0.2	1.2	0.8	4.6	90.4
114	50	2.3	1.2	6.6	4.2	80.8
115	50	0	0.7	0.2	1.8	94.7
116	50	0.9	0.4	2.4	1.7	90.6
117	50	0	0.3	0	0.6	96.7
118	50	0.3	0	0.8	0.2	95.3
119	50	0	0.1	0	0.2	97.7
71	51	0	0	0	0	0
73	51	0	0	0	0	0
74	51	0	0	0	0	0
75	51	0	0	0	0	0
76	51	0	0	0	0	0
77	51	0	0	0	0	0
78	51	0	0	0	0	0
79	51	2.1	0	0	0	0
80	51	1.8	0	0	0	0
81	51	2.5	0.6	0	0	0
82	51	5.2	0.3	0	0	0
83	51	2.6	1	0.2	0.1	0
84	51	56.6	1.1	0.5	0.1	0
85	51	57.8	6.1	0.6	0.4	0.1
86	51	73.5	2	1.4	0.4	0.2
87	51	67.8	9.5	0.8	1	0.5
88	51	78.8	2.6	1.4	0.4	0.8
89	51	63.7	20.4	1.2	0.9	1
90	51	81.5	3.4	1.9	0.4	1
91	51	33.4	52.7	1.5	1.3	1.2
92	51	81	4.9	2.4	0.5	1.2
93	51	14.2	72.9	2.3	1.7	1.5
94	51	77.8	9.1	4	0.6	1.6
95	51	6.9	78.8	4.4	2.5	1.9
96	51	62.9	22.6	5.7	0.9	1.9
97	51	3.5	78.2	7.1	3.9	2.4
98	51	30.2	49.8	11.3	1.2	2.6
99	51	2.2	59.1	24	7.4	3.4
100	51	15.9	45.3	29.4	1.7	3.5
101	51	1.2	24.3	45.2	21.1	4.7
102	51	8.6	15.7	64.3	2.8	5
103	51	0.8	11	16.6	61.3	7.3
104	51	5.3	7.6	70.1	6.3	7.7
105	51	0.5	5.5	7.5	69.8	13.9
106	51	3.4	3.7	50.1	25.9	14
107	51	0.2	3.6	2.5	51.3	39.8
108	51	2.2	1.8	18.9	27.2	47.2
109	51	0.2	1.9	1.2	16.9	77.5
110	51	1.6	0.8	11.8	6.5	76.8
111	51	0.1	1.2	0.5	7	89.1
112	51	1.1	0.3	5.6	3.7	86.8
113	51	0	0.8	0.2	2.8	94.2
114	51	0.8	0.1	2.5	1.1	93.3
115	51	0	0.6	0	1.3	96.4
116	51	0.5	0	1.1	0.2	96.2
117	51	0	0.3	0	0.7	97.4
118	51	0.3	0	0.6	0	97.4
119	51	0	0.2	0	0.3	98
120	51	0.1	0	0.3	0	98
121	51	0	0.1	0	0.3	98.3
69	52	0	0	0	0	0
75	52	0	0	0	0	0
77	52	0	0	0	0	0
79	52	0	0	0	0	0
80	52	0	0	0	0	0
81	52	0	0	0	0	0
82	52	0	0	0	0	0
83	52	1.2	0.5	0	0	0
84	52	3.5	0.5	0	0	0
85	52	3.5	1.8	0.4	0	0
86	52	3.7	0.8	0.7	0	0
87	52	4.5	1.7	0.4	0.5	0.1
88	52	4.5	0.8	0.6	0.2	0.1
89	52	7.1	2.1	0.5	0.4	0.4
90	52	5.6	0.9	0.6	0.3	0.3
91	52	10.6	2.7	0.6	0.5	0.6
92	52	6.8	1	0.7	0.3	0.5
93	52	26.2	3.6	0.8	0.6	0.8
94	52	9.5	1.3	0.8	0.3	0.6
95	52	46.4	5.4	0.9	0.7	0.9
96	52	14.9	1.7	1	0.4	0.8
97	52	60.7	8.6	1.2	0.9	1.1
98	52	30	2.2	1.3	0.4	1
99	52	62.4	16.5	1.6	1.1	1.4
100	52	52.6	3	1.6	0.5	1.2
101	52	41.4	40.6	2.2	1.6	1.7
102	52	65.1	4.4	2.1	0.7	1.5
103	52	18.6	64.2	4	2.2	2.3
104	52	67.7	8	2.9	1	1.9
105	52	10.4	68.4	7.8	3.2	3.1
106	52	59.8	18.1	4.5	1.4	2.6
107	52	5.4	56.1	22.4	5.8	4.4
108	52	36.2	39.6	7.6	1.7	3.8
109	52	3.3	23.6	47.3	14.6	6.3
110	52	18.7	44.4	20.5	2.4	5.3
111	52	2	11.8	19.5	51.9	10.8
112	52	12.3	18.9	49.4	4.5	7.5
113	52	1	6.6	8.1	53.2	27.5
114	52	8.2	8.8	49.6	15	11.9
115	52	0.5	3.2	3.7	17	72.4
116	52	4.1	5.5	15	32.7	37.7
117	52	0.3	1.5	1.4	7.9	86.1
118	52	2.7	1.8	8.5	6.2	76
119	52	0.2	0.9	1	2.8	92.6
120	52	1.6	0.5	3.4	2.5	88
121	52	0	0.6	0.2	1.7	95.1
122	52	0.8	0.1	1.2	0.7	93.5
123	52	0	0.3	0	0.6	97
124	52	0.2	0	0.6	0.1	96.3
75	53	0	0	0	0	0
76	53	0	0	0	0	0
77	53	0	0	0	0	0
78	53	0	0	0	0	0
79	53	0	0	0	0	0
80	53	0	0	0	0	0
81	53	1	0	0	0	0
82	53	1.2	0	0	0	0
83	53	1.7	0.7	0	0	0
84	53	11.1	0.8	0.1	0	0
85	53	10.8	2.7	0.5	0.2	0
86	53	18.2	1.1	0.9	0.1	0
87	53	18.8	3.1	0.5	0.6	0.2
88	53	33	1.3	0.8	0.3	0.3
89	53	54.7	4.5	0.7	0.6	0.5
90	53	59.7	1.6	1	0.3	0.5
91	53	70.1	7	0.8	0.7	0.7
92	53	76.5	1.9	1.2	0.3	0.6
93	53	71.8	12.8	1	0.8	0.8
94	53	80.2	2.6	1.4	0.4	0.8
95	53	56.5	30.8	1.3	1	1
96	53	82.4	4	1.9	0.5	1
97	53	24.2	64.2	1.8	1.3	1.3
98	53	81.2	6.7	2.6	0.5	1.2
99	53	9.9	78.2	2.8	1.8	1.5
100	53	73.9	13.7	3.9	0.7	1.5
101	53	5.1	81	4.4	2.6	1.9
102	53	50.1	35.4	6.4	0.9	1.9
103	53	3.2	74.4	11.6	4.2	2.5
104	53	23.3	55.5	12.9	1.3	2.5
105	53	2	47.8	35	8.1	3.3
106	53	13.1	38.7	39	1.8	3.5
107	53	1.3	22.3	46.4	22.1	4.7
108	53	8.4	17.1	63.1	2.9	4.9
109	53	0.8	11.6	17	60.4	7.1
110	53	5.5	9.1	68.3	6.6	7.4
111	53	0.5	5.7	8.8	67.9	14.5
112	53	3.7	4.7	51.2	24.1	13.4
113	53	0.3	3.4	3.5	42	48.4
114	53	2.5	2.7	20.8	32.3	39
115	53	0.2	1.9	1.3	16.2	78.2
116	53	1.6	1.1	11.1	7.3	76.4
117	53	0.1	1.2	0.5	7.5	88.7
118	53	1.1	0.3	5.4	2.6	88.4
119	53	0	0.8	0.2	3.2	93.9
120	53	0.8	0	2.8	0.5	94
121	53	0	0.5	0	1.5	96.3
122	53	0.5	0	1.3	0.2	96.2
123	53	0	0.3	0	0.6	97.5
124	53	0.2	0	0.5	0	97.6
125	53	0	0.1	0	0.4	98.1
126	53	0	0	0.2	0	98.4
71	54	0	0	0	0	0
73	54	0	0	0	0	0
79	54	0	0	0	0	0
81	54	0	0	0	0	0
83	54	0.8	0	0	0	0
84	54	2	0	0	0	0
85	54	2.1	1.1	0	0	0
86	54	2.4	0.5	0	0	0
87	54	2.5	1.1	0.3	0.1	0
88	54	2.7	0.6	0.2	0	0
89	54	3.4	1.3	0.4	0.3	0
90	54	3.1	0.7	0.5	0	0
91	54	5	1.5	0.4	0.3	0.2
92	54	3.7	0.7	0.5	0.2	0
93	54	7.1	1.9	0.5	0.4	0.3
94	54	4.5	0.9	0.6	0.2	0.2
95	54	11.5	2.4	0.6	0.5	0.5
96	54	6.3	1	0.6	0.3	0.3
97	54	21.9	3.2	0.7	0.5	0.6
98	54	9.3	1.2	0.7	0.3	0.5
99	54	47.5	4.6	0.8	0.6	0.8
100	54	15.1	1.6	0.9	0.3	0.7
101	54	63	7.2	1	0.7	1
102	54	30.1	2	1.1	0.4	0.8
103	54	67.3	13.3	1.4	0.9	1.2
104	54	51.4	2.8	1.4	0.5	1
105	54	51	32.3	1.9	1.3	1.4
106	54	66.4	4.1	1.8	0.6	1.3
107	54	27.5	56.8	3	1.7	1.8
108	54	68.8	6.3	2.4	0.8	1.6
109	54	14.3	68	5.4	2.5	2.4
110	54	66.6	11.5	3.4	1.2	2
111	54	8.5	65	13.4	3.7	3.4
112	54	50.8	27	5.3	1.5	2.8
113	54	4.9	39.6	38.1	7.5	4.8
114	54	26.6	46.9	9.6	1.9	4
115	54	2.9	18	41.9	25.5	7.3
116	54	14.6	37.3	30.2	3.1	5.7
117	54	1.8	10.1	13.6	57.5	13.4
118	54	9.3	12.2	54.6	8	9.1
119	54	1	5.4	6.5	35	48.8
120	54	5.5	6.1	27.5	35.9	19.5
121	54	0.6	2.7	3.1	11.1	79.8
122	54	3.1	2.7	11.2	12.5	65.8
123	54	0.2	1.5	1.1	4.6	90.1
124	54	1.4	1	4.8	4.8	83.7
125	54	0	0.8	0.4	1.5	95.1
126	54	0.5	0.2	0.7	0.6	95.1
127	54	0	0.3	0	1.6	96.2
128	54	0	0	0.2	0.2	97.7
79	55	0	0	0	0	0
80	55	0	0	0	0	0
81	55	0	0	0	0	0
82	55	0	0	0	0	0
83	55	1.4	0.2	0	0	0
84	55	5.1	0.1	0	0	0
85	55	4.3	1.7	0.1	0	0
86	55	6.3	0.8	0.3	0	0
87	55	6	1.7	0.4	0.3	0
88	55	9.2	0.9	0.6	0	0
89	55	12	2.2	0.5	0.4	0.1
90	55	16	1	0.7	0.2	0
91	55	27.9	2.9	0.5	0.4	0.3
92	55	26.7	1.2	0.7	0.2	0.2
93	55	56.2	4.1	0.6	0.5	0.4
94	55	47.1	1.4	0.9	0.3	0.3
95	55	71.7	6.1	0.7	0.6	0.6
96	55	71.2	1.8	1	0.3	0.5
97	55	75.3	10.4	0.9	0.7	0.7
98	55	81.1	2.5	1.3	0.4	0.7
99	55	64.8	23.3	1.2	0.9	0.9
100	55	83.4	3.7	1.6	0.4	0.9
101	55	31.1	57.9	1.6	1.1	1.1
102	55	82.7	5.9	2.2	0.5	1.1
103	55	12.9	76.1	2.4	1.4	1.3
104	55	77.7	10.8	3.2	0.6	1.3
105	55	6.7	81	3.6	2	1.6
106	55	64.3	23.3	4.6	0.8	1.6
107	55	4.4	79.2	7.3	2.9	2
108	55	32.9	51.3	8.1	1.1	2
109	55	2.7	67	19	5	2.6
110	55	17.6	55.5	18.7	1.5	2.7
111	55	1.8	30	50.6	10.6	3.7
112	55	11.1	28.8	50.7	2.1	3.7
113	55	1.1	16.6	37.7	36.4	5.2
114	55	7.5	13.7	66.4	3.7	5.3
115	55	0.7	9.3	12.2	66.7	8.4
116	55	5.1	7.6	66.6	9.6	8.2
117	55	0.4	5.2	6	66.9	18.9
118	55	3.1	3.8	33.3	38.2	18.8
119	55	0.3	2.7	3.1	25.7	65.9
120	55	1.9	1.9	14.4	15.5	63.8
121	55	0.2	1.4	1.3	10.3	84.8
122	55	1.3	0.6	7.5	4.6	83.8
123	55	0.1	0.9	0.3	4.7	92.1
124	55	0.9	0.2	3.4	1.4	92.1
125	55	0	0.5	0.1	1.8	95.9
126	55	0.4	0	1	0.4	96.5
127	55	0	0.3	0	1.3	97
128	55	0.1	0	0.2	0	98.4
129	55	0	0	0	0.2	98.6
75	56	0	0	0	0	0
77	56	0	0	0	0	0
83	56	0	0	0	0	0
84	56	0	0	0	0	0
85	56	1.5	0	0	0	0
86	56	0.7	0	0	0	0
87	56	1.7	0.5	0	0	0
88	56	1.7	0	0	0	0
89	56	2.1	0.9	0.1	0	0
90	56	2.2	0.2	0	0	0
91	56	2.6	1	0.3	0	0
92	56	2.4	0.6	0	0	0
93	56	3.4	1.2	0.4	0.2	0
94	56	2.9	0.6	0.3	0	0
95	56	4.6	1.5	0.4	0.3	0.1
96	56	3.4	0.7	0.5	0.1	0
97	56	7.1	1.8	0.5	0.4	0.2
98	56	4.4	0.8	0.5	0.2	0.1
99	56	11.4	2.2	0.5	0.4	0.4
100	56	6.1	1	0.6	0.3	0.2
101	56	21.3	3	0.6	0.5	0.5
102	56	9.4	1.2	0.7	0.3	0.4
103	56	44.9	4.1	0.8	0.6	0.7
104	56	14.4	1.5	0.8	0.3	0.5
105	56	63.2	6.3	0.9	0.7	0.8
106	56	22.4	1.9	0.9	0.4	0.7
107	56	70.2	9.9	1.3	0.8	1
108	56	44.9	2.5	1.2	0.4	0.9
109	56	64.6	18.8	1.7	1	1.2
110	56	62	3.4	1.5	0.5	1.1
111	56	39.6	45.2	2.5	1.4	1.5
112	56	69.5	5	2.1	0.6	1.3
113	56	18.2	65.7	3.5	2	1.9
114	56	68.7	8.2	2.7	0.9	1.6
115	56	10.7	69.8	7.1	2.9	2.6
116	56	62.8	15.3	3.7	1.4	2.1
117	56	6.9	60.5	18.3	4.6	3.8
118	56	37.4	39.3	7	1.7	3.2
119	56	4.8	24.9	49.5	10.4	5.7
120	56	18.5	46.8	18.1	2.4	4.8
121	56	2.8	12.7	28.7	42.7	9.2
122	56	10.8	19	51	4.6	7.3
123	56	1.4	7.1	9.3	55.5	23.3
124	56	7	6.4	46.9	20.3	13.8
125	56	0.6	3.1	3.9	15.5	74.1
126	56	1.7	2.6	7.9	12.8	71.3
127	56	0	1.9	0	5.8	89.8
128	56	0.4	0.6	1	0.9	94.8
129	56	0	0.2	0.1	0.9	97.1
130	56	0	0	0.2	0.1	98
131	56	0	0	0	0.1	98.5
83	57	0.5	0	0	0	0
84	57	2.4	0	0	0	0
85	57	4.1	0.9	0	0	0
86	57	3.9	0	0	0	0
87	57	3.4	1.2	0.1	0	0
88	57	5	0.5	0	0	0
89	57	5.2	1.4	0.4	0	0
90	57	6.2	0.7	0.2	0	0
91	57	7.4	1.7	0.4	0.2	0
92	57	8.3	0.8	0.5	0	0
93	57	11.2	2.1	0.4	0.4	0.1
94	57	11.7	1	0.6	0.1	0
95	57	24.5	2.7	0.5	0.4	0.2
96	57	19.7	1.1	0.7	0.2	0.1
97	57	60.4	3.9	0.6	0.5	0.3
98	57	51.2	1.4	0.8	0.3	0.2
99	57	75.1	5.7	0.7	0.6	0.5
100	57	74.5	1.8	1	0.3	0.4
101	57	76.6	9.5	0.9	0.7	0.6
102	57	82.4	2.5	1.2	0.3	0.6
103	57	68.9	19.6	1.1	0.8	0.8
104	57	83.9	3.5	1.5	0.4	0.7
105	57	45.1	44.3	1.3	1	0.9
106	57	83.5	5.2	1.8	0.5	0.9
107	57	18.1	71.7	2.2	1.2	1.2
108	57	80.5	8.8	2.6	0.5	1.1
109	57	9.3	79.4	3.4	1.6	1.4
110	57	70.5	17.9	4	0.7	1.4
111	57	6.2	79.1	6.6	2.3	1.8
112	57	43.3	42.8	6.5	0.9	1.7
113	57	3.7	76.9	9.7	3.7	2.1
114	57	22.7	58.9	10.7	1.3	2.1
115	57	2.4	51	33.7	6.6	3
116	57	14.2	51.3	26	1.8	2.9
117	57	1.5	23	52.4	15.8	4.2
118	57	9.6	19.3	60.8	2.7	4.3
119	57	1	11.9	24.6	53.4	6.5
120	57	6.5	8.5	69.8	5.6	6.5
121	57	0.6	7.7	8.1	69.7	11.4
122	57	4	5.1	53.3	23	11.9
123	57	0.4	3.4	4.9	41.7	47.3
124	57	2.4	1.9	20	21.8	51.5
125	57	0.2	1.5	1.5	13.1	81.7
126	57	1	0.7	5.8	5.4	85.1
127	57	0	1.1	0	4.6	92.6
128	57	0.3	0.1	1	1	96.1
129	57	0	0.2	0	0.5	98
130	57	0	0	0.2	0	98.6
131	57	0	0	0	0.2	98.8
79	58	0	0	0	0	0
81	58	0	0	0	0	0
83	58	0	0	0	0	0
85	58	0	0	0	0	0
86	58	0	0	0	0	0
87	58	0.5	0	0	0	0
88	58	0	0	0	0	0
89	58	1.6	0	0	0	0
90	58	0.4	0	0	0	0
91	58	1.9	0.5	0	0	0
92	58	1.4	0	0	0	0
93	58	2.1	0.9	0	0	0
94	58	2.1	0	0	0	0
95	58	2.7	1	0.3	0	0
96	58	2.3	0.4	0	0	0
97	58	3.5	1.2	0.4	0.1	0
98	58	2.8	0.6	0.2	0	0
99	58	4.9	1.4	0.4	0.3	0
100	58	3.5	0.7	0.5	0	0
101	58	7.9	1.8	0.5	0.4	0.2
102	58	4.9	0.9	0.5	0.2	0
103	58	12.1	2.2	0.5	0.4	0.3
104	58	6.4	1	0.6	0.3	0.1
105	58	18.5	2.7	0.6	0.4	0.4
106	58	8.5	1.1	0.6	0.3	0.3
107	58	48.5	3.6	0.8	0.5	0.6
108	58	13.5	1.4	0.7	0.3	0.4
109	58	64.8	5.3	0.9	0.6	0.7
110	58	23	1.7	0.9	0.3	0.6
111	58	72.3	8.2	1.2	0.7	0.9
112	58	43.2	2.2	1.1	0.4	0.8
113	58	67.2	14.6	1.4	0.9	1.1
114	58	57.4	3	1.3	0.5	0.9
115	58	52.7	31.3	2.1	1.1	1.3
116	58	65.6	4.2	1.7	0.6	1.1
117	58	26.2	57.4	2.8	1.7	1.6
118	58	69.3	6.3	2.4	0.7	1.4
119	58	14.5	68	5.2	2.4	2.1
120	58	66.7	11	3.3	1.2	1.8
121	58	9.1	67.5	10.2	3.6	3
122	58	50.2	27.3	5.1	1.8	2.5
123	58	7	29.4	47.6	6.3	5.1
124	58	23.9	47.5	11.3	2.1	4.2
125	58	3.2	14.7	37.5	32.4	8.1
126	58	9.7	18.8	51.4	5.7	7.4
127	58	0.1	6.5	2.3	52.7	34.6
128	58	1.4	1.2	5	9.1	80.2
129	58	0	0.7	1.3	2.1	94.1
130	58	0	0	1.2	1.5	95.2
131	58	0	0	0	0.4	98
83	59	0	0	0	0	0
84	59	0	0	0	0	0
85	59	1.3	0	0	0	0
86	59	0.2	0	0	0	0
87	59	2.5	0.2	0	0	0
88	59	2.5	0	0	0	0
89	59	3.5	0.8	0	0	0
90	59	3.8	0	0	0	0
91	59	4.1	1.2	0.1	0	0
92	59	4.7	0.4	0	0	0
93	59	5.1	1.4	0.3	0	0
94	59	5.8	0.7	0.1	0	0
95	59	8.1	1.7	0.4	0.2	0
96	59	7.7	0.8	0.3	0	0
97	59	13.2	2.1	0.4	0.4	0
98	59	11.7	1	0.6	0.1	0
99	59	31.6	2.7	0.5	0.4	0.2
100	59	23.9	1.1	0.7	0.2	0
101	59	62.6	3.5	0.6	0.4	0.3
102	59	53.9	1.4	0.8	0.3	0.2
103	59	73.9	5.1	0.7	0.5	0.4
104	59	71.7	1.7	0.9	0.3	0.3
105	59	75.7	7.8	0.8	0.6	0.5
106	59	79.8	2.2	1.1	0.3	0.5
107	59	73.3	14.3	1	0.7	0.7
108	59	82.9	3	1.3	0.4	0.6
109	59	55.2	33.9	1.3	0.8	0.9
110	59	83.5	4.6	1.7	0.4	0.8
111	59	24.4	65.5	1.8	1	1
112	59	81.9	7.4	2.3	0.5	1
113	59	12.2	77.3	2.5	1.4	1.2
114	59	75.4	13.7	3.1	0.6	1.2
115	59	8	79.9	4.3	1.9	1.5
116	59	57	30.9	4.7	0.8	1.5
117	59	5.5	79.1	6.6	2.8	1.8
118	59	30.8	53.8	7.9	1.1	1.8
119	59	3.6	65.4	20.4	4.7	2.5
120	59	18.1	57.2	16.6	1.6	2.4
121	59	2.1	33.4	48.2	9.7	3.6
122	59	12.4	23.5	54.8	2.1	3.8
123	59	1.3	14.3	38.7	37.2	5.8
124	59	8.3	11.6	66.9	4.3	5.7
125	59	0.6	8.6	9.9	67.9	10.5
126	59	2.8	5.3	36.6	39	13.6
127	59	0	4.2	0.7	26.5	66.3
128	59	0.6	0.6	4.1	3.1	90
129	59	0	0.4	0.3	3.5	94.5
130	59	0	0	0.5	0.4	97.7
131	59	0	0	0	0.4	98.3
133	59	0	0	0	0.1	98.7
135	59	0	0	0	0.1	98.7
87	60	0	0	0	0	0
89	60	0	0	0	0	0
91	60	0.6	0	0	0	0
92	60	0	0	0	0	0
93	60	1.5	0	0	0	0
94	60	0	0	0	0	0
95	60	2	0.4	0	0	0
96	60	1.1	0	0	0	0
97	60	2.3	0.8	0	0	0
98	60	1.9	0	0	0	0
99	60	3	1	0.2	0	0
100	60	2.4	0.4	0	0	0
101	60	4	1.2	0.4	0.1	0
102	60	3	0.7	0.1	0	0
103	60	5	1.4	0.4	0.3	0
104	60	3.6	0.7	0.4	0	0
105	60	6.9	1.7	0.4	0.3	0.1
106	60	4.6	0.8	0.5	0.2	0
107	60	13.4	2	0.5	0.4	0.2
108	60	6.4	1	0.6	0.2	0.1
109	60	23.8	2.5	0.6	0.4	0.4
110	60	8.8	1.1	0.6	0.3	0.2
111	60	48	3.3	0.7	0.5	0.5
112	60	14.8	1.3	0.7	0.3	0.4
113	60	63.4	4.7	0.8	0.6	0.6
114	60	21.5	1.7	0.8	0.3	0.5
115	60	71.4	7	1	0.6	0.8
116	60	39.4	2.1	1	0.4	0.7
117	60	69.1	11.6	1.3	0.8	1
118	60	56.6	2.8	1.2	0.4	0.8
119	60	60.2	23.6	1.9	1	1.2
120	60	66	3.8	1.6	0.5	1
121	60	32.9	51.7	3	1.4	1.5
122	60	69	5.8	2.4	0.6	1.3
123	60	17.3	65.4	5	2.3	1.9
124	60	65.6	10.6	3.4	1	1.6
125	60	9.9	64.7	12.4	3.9	2.9
126	60	26.3	49.9	7.6	2.5	2.8
127	60	1.4	18.5	21.6	46.5	6.3
128	60	4.5	5.6	22.4	49.9	13
129	60	0	3.5	4.1	9.8	80.3
130	60	0.5	0	6.6	3.3	86.2
131	60	0	0.1	0	3.2	94.6
132	60	0	0	0.4	0	96.7
133	60	0	0	0	0.2	97.8
135	60	0	0	0	0.1	97.8
90	61	0	0	0	0	0
91	61	2.8	0.2	0	0	0
92	61	2.1	0	0	0	0
93	61	3.2	0.7	0	0	0
94	61	3.4	0	0	0	0
95	61	4.3	1.2	0	0	0
96	61	4.5	0.2	0	0	0
97	61	5.7	1.4	0.3	0	0
98	61	5.5	0.6	0	0	0
99	61	9.2	1.7	0.4	0.1	0
100	61	8.2	0.8	0.3	0	0
101	61	17.5	2	0.4	0.3	0
102	61	14	1	0.6	0	0
103	61	31.9	2.6	0.5	0.4	0.1
104	61	24.5	1.1	0.6	0.2	0
105	61	53.3	3.2	0.5	0.4	0.2
106	61	54.1	1.4	0.7	0.3	0.1
107	61	75.4	4.6	0.7	0.5	0.4
108	61	73.6	1.7	0.9	0.3	0.3
109	61	77.4	6.9	0.8	0.6	0.5
110	61	79.6	2.1	1	0.3	0.4
