N	Z	P1n	P2n	P3n	P4n	P5n	Element
61	29	0.3	8.2	6.7	68.4	13.2	Cu
62	29	3.5	1.1	50.2	20.6	21.7	Cu
63	29	0.1	2.5	1.2	28.7	64.8	Cu
64	29	1.7	0.3	10.2	5.9	79.3	Cu
65	29	0	1.2	0	5.7	90.9	Cu
66	29	0.8	0	2.9	0.7	93.1	Cu
67	29	0	0.4	0	1.1	96.7	Cu
68	29	0.3	0	0.8	0	96.9	Cu
69	29	0	0.2	0	0.5	97.9	Cu
70	29	0	0	0.2	0	98.2	Cu
71	29	0	0	0	0.2	98.5	Cu
73	29	0	0	0	0.1	98.9	Cu
35	30	0	0	0	0	0	Zn
39	30	0	0	0	0	0	Zn
41	30	0	0	0	0	0	Zn
42	30	0	0	0	0	0	Zn
43	30	0	0	0	0	0	Zn
44	30	0	0	0	0	0	Zn
45	30	1.2	0	0	0	0	Zn
46	30	1.6	0	0	0	0	Zn
47	30	2.6	0.7	0	0	0	Zn
48	30	4	0.4	0	0	0	Zn
49	30	10.5	1.3	0.3	0	0	Zn
50	30	30.8	1	0.5	0	0	Zn
51	30	26.8	2.2	0.4	0.3	0.1	Zn
52	30	39.3	2	0.6	0.2	0.1	Zn
53	30	34.6	14.4	0.8	0.5	0.4	Zn
54	30	12.3	16.4	2.3	0.4	0.5	Zn
55	30	12	17.7	5.1	1.4	0.8	Zn
56	30	13.5	10	10	0.8	1	Zn
57	30	19.9	9	12.1	4.8	1.4	Zn
58	30	16.8	4.5	14.2	2.6	1.6	Zn
59	30	27.4	11.3	4.2	13.7	3.3	Zn
60	30	22.2	4	9.2	7.7	4.1	Zn
61	30	20.8	57.7	3.3	3.1	4.1	Zn
62	30	65	6	3.5	1.7	4	Zn
63	30	6.2	64.3	11.3	4.5	6.3	Zn
64	30	51.7	20.2	6.3	1.7	6.1	Zn
65	30	1.8	20.1	39.3	23.5	9.7	Zn
66	30	15.9	33.3	28.5	3.2	9	Zn
67	30	0.7	4.9	5.7	48.6	36.2	Zn
68	30	6.5	5	41.8	20.9	18.2	Zn
69	30	0	2.2	1	8.5	85.1	Zn
70	30	2.2	1.2	5.8	5	80.1	Zn
71	30	0	0.4	0.2	1.5	95.6	Zn
72	30	0.1	0	0.8	0.4	95.7	Zn
73	30	0	0	0	0.3	97.8	Zn
75	30	0	0	0	0.1	98.5	Zn
39	31	0	0	0	0	0	Ga
41	31	0	0	0	0	0	Ga
42	31	0	0	0	0	0	Ga
43	31	0	0	0	0	0	Ga
44	31	0.9	0	0	0	0	Ga
45	31	2	0.2	0	0	0	Ga
46	31	2.5	0	0	0	0	Ga
47	31	2.3	0.8	0	0	0	Ga
48	31	6.4	0.5	0	0	0	Ga
49	31	21.9	1.3	0.3	0.1	0	Ga
50	31	58.8	1.1	0.5	0	0	Ga
51	31	29.3	2.9	0.3	0.3	0.1	Ga
52	31	65.5	3.6	0.7	0.2	0.2	Ga
53	31	52.6	20.5	0.9	0.5	0.3	Ga
54	31	75.3	5.8	3.1	0.4	0.5	Ga
55	31	43.5	36.2	2.9	1.2	0.7	Ga
56	31	79.7	5.1	4.5	0.5	1	Ga
57	31	22.8	61.4	2.1	2.2	1.1	Ga
58	31	61	7.3	13.7	2.6	1.8	Ga
59	31	17.7	49.5	3.1	13.5	2.4	Ga
60	31	69.4	15.5	5.8	1.8	2.2	Ga
61	31	3.4	79.4	4.7	4.2	3	Ga
62	31	31.9	47.1	10.5	1.6	3.9	Ga
63	31	1.4	54.8	25.5	9.1	5.2	Ga
64	31	10.5	24.9	52.4	2.1	6.2	Ga
65	31	0.6	10.3	17.7	59.3	8.9	Ga
66	31	5	5.1	69.3	6.7	10.7	Ga
67	31	0.2	3.4	2.8	59	32	Ga
68	31	2.6	1.3	20.7	27.5	45.1	Ga
69	31	0	1.5	0.3	10.8	85.3	Ga
70	31	1.3	0.2	6.4	2.8	87	Ga
71	31	0	0.5	0	1.7	96	Ga
72	31	0.3	0	1	0.2	96.6	Ga
73	31	0	0.2	0	0.5	97.9	Ga
74	31	0	0	0.2	0	98.3	Ga
75	31	0	0	0	0.2	98.5	Ga
77	31	0	0	0	0.1	98.8	Ga
39	32	0	0	0	0	0	Ge
43	32	0	0	0	0	0	Ge
45	32	0	0	0	0	0	Ge
46	32	0	0	0	0	0	Ge
47	32	0.5	0	0	0	0	Ge
48	32	0.2	0	0	0	0	Ge
49	32	1.2	0.2	0	0	0	Ge
50	32	2.1	0.1	0	0	0	Ge
51	32	2.4	0.8	0.2	0	0	Ge
52	32	8.2	0.7	0.3	0	0	Ge
53	32	8.4	2.5	0.4	0.3	0	Ge
54	32	8.5	1.1	0.7	0.3	0.1	Ge
55	32	8.1	3.1	0.5	0.5	0.3	Ge
56	32	8.4	1.6	0.7	0.3	0.4	Ge
57	32	11.9	3.6	0.6	0.5	0.6	Ge
58	32	9.1	1.8	0.8	0.3	0.6	Ge
59	32	20.7	4	1.1	0.6	0.8	Ge
60	32	12.6	1.8	1.4	0.3	0.8	Ge
61	32	39.5	6	1.7	0.9	1	Ge
62	32	17.1	2	2	0.5	1	Ge
63	32	61.1	14.1	1.7	2.1	1.4	Ge
64	32	45.2	2.7	2.6	0.9	1.4	Ge
65	32	28.2	53.2	2.8	2.9	2.5	Ge
66	32	65.1	5	3	1.8	2.4	Ge
67	32	7.7	66.4	10.4	3.9	5.1	Ge
68	32	57.3	16.1	5.2	1.6	4.8	Ge
69	32	2	21.7	42.7	20	8.4	Ge
70	32	15.8	39.8	23.1	3	7.7	Ge
71	32	0.8	4.7	6.1	47.3	37.8	Ge
72	32	4.3	4.3	25.8	37.5	21.6	Ge
73	32	0	1.9	1	6.8	87.4	Ge
74	32	1.3	0.6	3.6	3.9	86	Ge
75	32	0	0.5	0.2	1.8	95.3	Ge
76	32	0.2	0	1.1	0.4	95	Ge
77	32	0	0.1	0	0.4	97.7	Ge
78	32	0	0	0.1	0	97.7	Ge
79	32	0	0	0	0.1	98.4	Ge
43	33	0	0	0	0	0	As
44	33	0	0	0	0	0	As
45	33	0	0	0	0	0	As
46	33	0	0	0	0	0	As
47	33	1.4	0	0	0	0	As
48	33	1.6	0	0	0	0	As
49	33	1.9	0.5	0	0	0	As
50	33	3	0.3	0	0	0	As
51	33	4.2	1	0.2	0	0	As
52	33	60	1	0.5	0	0	As
53	33	59.7	3.8	0.5	0.3	0.1	As
54	33	74.1	1.6	0.9	0.3	0.1	As
55	33	62.8	5	0.6	0.6	0.3	As
56	33	77.5	1.8	1	0.3	0.5	As
57	33	71.7	6.9	0.7	0.6	0.6	As
58	33	80.9	2.2	1.3	0.3	0.6	As
59	33	73.3	10.7	1.2	0.7	0.8	As
60	33	83.4	2.7	1.9	0.4	0.9	As
61	33	53.6	32.5	1.4	1.2	1	As
62	33	82.7	4.4	2.6	0.5	1.1	As
63	33	12.6	75.2	1.9	2.2	1.4	As
64	33	77.4	9.8	3.8	1.1	1.5	As
65	33	4.1	81.2	4.3	3.5	2.2	As
66	33	41.3	41.8	7.8	1.6	2.7	As
67	33	1.9	49.2	34.3	6.7	4.4	As
68	33	13	37.9	38.3	2	5	As
69	33	0.6	13	19.1	56.8	7.5	As
70	33	5.6	7	70.6	4.9	8.8	As
71	33	0.2	2.9	3.3	59.5	31.8	As
72	33	1.9	1.4	14.8	26.4	53.1	As
73	33	0	1.2	0.4	8.5	87.9	As
74	33	0.8	0.1	3.6	1.8	91.7	As
75	33	0	0.5	0.1	1.7	96.1	As
76	33	0.3	0	1	0.2	96.7	As
77	33	0	0.2	0	0.6	97.8	As
78	33	0.1	0	0.3	0	98.2	As
79	33	0	0	0	0.2	98.4	As
81	33	0	0	0	0.2	98.7	As
41	34	0	0	0	0	0	Se
45	34	0	0	0	0	0	Se
47	34	0	0	0	0	0	Se
49	34	0	0	0	0	0	Se
50	34	0	0	0	0	0	Se
51	34	1.4	0.3	0	0	0	Se
52	34	3.8	0.3	0	0	0	Se
53	34	3.5	1.3	0.2	0	0	Se
54	34	3.9	0.7	0.4	0	0	Se
55	34	3.6	1.3	0.3	0.3	0	Se
56	34	3.7	0.7	0.4	0.2	0	Se
57	34	4.3	1.4	0.4	0.3	0.2	Se
58	34	4	0.7	0.5	0.2	0.2	Se
59	34	6.1	1.7	0.5	0.3	0.4	Se
60	34	4.6	0.9	0.5	0.2	0.3	Se
61	34	6.1	2.4	0.5	0.4	0.5	Se
62	34	5.5	1.2	0.6	0.3	0.5	Se
63	34	17.1	3.4	0.8	0.5	0.7	Se
64	34	8.4	1.7	0.8	0.3	0.7	Se
65	34	49.7	5.5	1.4	0.7	0.9	Se
66	34	21.8	2	1.6	0.4	0.9	Se
67	34	67.1	14.1	2	1.6	1.3	Se
68	34	50.1	2.8	2.6	0.7	1.2	Se
69	34	19.8	63.3	2.7	3.1	2	Se
70	34	67.1	5.1	3.2	1.8	1.8	Se
71	34	5.2	64.4	15.6	4.5	5	Se
72	34	34.1	41.3	7.2	2.3	4.9	Se
73	34	1.6	14.5	37.7	32.8	9.3	Se
74	34	7.6	13.9	56.7	5.7	9.7	Se
75	34	0.6	3.5	4.4	37	51.4	Se
76	34	3	2.3	15.6	37.2	37.2	Se
77	34	0.1	1.8	1	5.2	89.3	Se
78	34	1.5	0.4	3.2	2.6	88.5	Se
79	34	0	0.6	0.4	1.7	95.1	Se
80	34	0.6	0.1	1	0.6	94.5	Se
81	34	0	0.2	0	0.8	97	Se
82	34	0	0	0.4	0.1	97	Se
83	34	0	0	0	0.4	97.9	Se
45	35	0	0	0	0	0	Br
47	35	0	0	0	0	0	Br
48	35	0	0	0	0	0	Br
49	35	0	0	0	0	0	Br
50	35	1.1	0	0	0	0	Br
51	35	2.1	0.6	0	0	0	Br
52	35	16.2	0.7	0	0	0	Br
53	35	12.1	1.9	0.4	0	0	Br
54	35	24	0.9	0.6	0	0	Br
55	35	14.4	2.1	0.4	0.4	0	Br
56	35	23.7	1	0.6	0.2	0.1	Br
57	35	19.2	2.5	0.4	0.4	0.2	Br
58	35	29.9	1.1	0.7	0.2	0.2	Br
59	35	55.2	3	0.6	0.4	0.4	Br
60	35	55	1.3	0.8	0.2	0.4	Br
61	35	48.3	4.6	0.5	0.5	0.5	Br
62	35	70.9	1.7	0.9	0.3	0.6	Br
63	35	76	8.3	0.9	0.6	0.7	Br
64	35	81.2	2.4	1.4	0.3	0.7	Br
65	35	61.2	26.6	1.4	0.9	0.9	Br
66	35	83.9	4	2.3	0.4	1	Br
67	35	12.9	76.1	2.2	1.9	1.3	Br
68	35	78.8	9.3	3.6	0.8	1.3	Br
69	35	3.7	82.4	4.2	3.5	1.9	Br
70	35	43.3	41.4	6.7	1.7	2.2	Br
71	35	1.5	38.8	44.7	7.5	4.3	Br
72	35	8.4	24.6	56	2.4	5.3	Br
73	35	0.4	9.4	14.8	64.7	8.1	Br
74	35	3.1	3.1	66.8	13	11.4	Br
75	35	0.3	2.4	2.9	46.9	45.5	Br
76	35	1.4	1	10.5	14.9	70	Br
77	35	0	1.3	0.3	8.1	88.3	Br
78	35	0.9	0	3.7	1.1	92.4	Br
79	35	0	0.5	0.1	1.9	95.8	Br
80	35	0.4	0	1.2	0.3	96.4	Br
81	35	0	0.3	0	0.7	97.5	Br
82	35	0.1	0	0.4	0	98	Br
83	35	0	0.1	0	0.5	98.1	Br
84	35	0	0	0.1	0	98.5	Br
85	35	0	0	0	0.2	98.6	Br
43	36	0	0	0	0	0	Kr
45	36	0	0	0	0	0	Kr
49	36	0	0	0	0	0	Kr
51	36	0.2	0	0	0	0	Kr
52	36	1	0	0	0	0	Kr
53	36	2.1	0.5	0	0	0	Kr
54	36	2.4	0	0	0	0	Kr
55	36	2.1	0.9	0.1	0	0	Kr
56	36	2.3	0.5	0	0	0	Kr
57	36	2.1	0.9	0.3	0.1	0	Kr
58	36	2.3	0.5	0.3	0	0	Kr
59	36	3	1	0.3	0.2	0	Kr
60	36	2.7	0.5	0.4	0.1	0	Kr
61	36	2.9	1.2	0.3	0.3	0.2	Kr
62	36	2.9	0.6	0.4	0.2	0.1	Kr
63	36	4.4	1.5	0.4	0.3	0.3	Kr
64	36	3.6	0.7	0.5	0.2	0.3	Kr
65	36	6.6	2.1	0.5	0.4	0.5	Kr
66	36	5.2	1.1	0.6	0.2	0.4	Kr
67	36	22.6	3.2	0.7	0.5	0.6	Kr
68	36	8.7	1.7	0.8	0.3	0.6	Kr
69	36	61.1	5.9	1.3	0.7	0.9	Kr
70	36	18	2.3	1.3	0.4	0.8	Kr
71	36	64.9	18.1	2.4	1.5	1.2	Kr
72	36	63.4	3.4	3	0.7	1.2	Kr
73	36	14.5	69.2	3.2	3.5	2.1	Kr
74	36	68.2	11	3.9	2.3	2.2	Kr
75	36	4.5	60.8	19.7	4.8	5.3	Kr
76	36	22.7	46.2	16.5	2	5.9	Kr
77	36	2	11.7	40.1	32.6	9.7	Kr
78	36	7.6	14.1	57.2	5.2	9.7	Kr
79	36	0.8	4.2	5.5	51.3	35.1	Kr
80	36	3.4	3.5	20.4	42.5	25.2	Kr
81	36	0.3	1.8	1.7	6	87.5	Kr
82	36	1.1	1.1	2.8	4.4	86.7	Kr
83	36	0	1.4	0	3.7	92.5	Kr
84	36	0.4	0.4	1.1	0.9	94.1	Kr
85	36	0	0.3	0	1.1	96.6	Kr
86	36	0	0	0.5	0.1	96.8	Kr
87	36	0	0	0	0.2	98	Kr
49	37	0	0	0	0	0	Rb
51	37	0.9	0	0	0	0	Rb
52	37	4.1	0	0	0	0	Rb
53	37	4.4	1	0	0	0	Rb
54	37	7	0.5	0	0	0	Rb
55	37	5.4	1.3	0.3	0	0	Rb
56	37	7.1	0.7	0.2	0	0	Rb
57	37	5.3	1.4	0.3	0.2	0	Rb
58	37	7.5	0.8	0.4	0	0	Rb
59	37	10	1.6	0.4	0.3	0.1	Rb
60	37	14.9	0.8	0.6	0.2	0.1	Rb
61	37	10.3	2	0.4	0.3	0.2	Rb
62	37	15.3	1	0.6	0.2	0.2	Rb
63	37	25.3	2.7	0.5	0.4	0.4	Rb
64	37	31	1.2	0.7	0.2	0.3	Rb
65	37	54.9	4.2	0.5	0.5	0.5	Rb
66	37	67.6	1.6	0.8	0.3	0.5	Rb
67	37	77.7	8.2	0.9	0.6	0.7	Rb
68	37	82.3	2.4	1.3	0.3	0.7	Rb
69	37	56.9	32.3	1.5	0.9	0.9	Rb
70	37	84.2	3.8	2.2	0.4	0.9	Rb
71	37	10.5	78.8	2.3	2	1.2	Rb
72	37	74.8	13.5	4.1	0.9	1.3	Rb
73	37	3.1	82	5.2	3.9	1.9	Rb
74	37	18.6	62	10.9	2.3	2.5	Rb
75	37	1.5	25.5	57.4	7.8	4.9	Rb
76	37	6.4	12.5	69.8	2.5	6	Rb
77	37	0.6	8	16.3	64.1	8.5	Rb
78	37	3.2	3.9	67.7	11.9	10.8	Rb
79	37	0.3	3.2	3	63.6	27.7	Rb
80	37	1.7	1.5	13.1	25.6	55.8	Rb
81	37	0.1	1.1	1	7.9	88	Rb
82	37	0.7	0.3	3.4	2.3	91.3	Rb
83	37	0	0.7	0	4.7	93	Rb
84	37	0.3	0	0.9	0.7	96.6	Rb
85	37	0	0.3	0	0.8	97.5	Rb
86	37	0	0	0.3	0	98.2	Rb
87	37	0	0	0	0.3	98.4	Rb
89	37	0	0	0	0.1	98.7	Rb
91	37	0	0	0	0.1	98.8	Rb
47	38	0	0	0	0	0	Sr
51	38	0	0	0	0	0	Sr
52	38	0	0	0	0	0	Sr
53	38	0.1	0	0	0	0	Sr
54	38	0	0	0	0	0	Sr
55	38	1.5	0	0	0	0	Sr
56	38	0.9	0	0	0	0	Sr
57	38	1.5	0.5	0	0	0	Sr
58	38	1.7	0	0	0	0	Sr
59	38	2	0.8	0.1	0	0	Sr
60	38	2.2	0.4	0	0	0	Sr
61	38	2	0.8	0.3	0.1	0	Sr
62	38	2	0.5	0.2	0	0	Sr
63	38	2.5	0.9	0.3	0.2	0	Sr
64	38	2.3	0.6	0.3	0.1	0	Sr
65	38	3	1.2	0.3	0.3	0.1	Sr
66	38	2.8	0.6	0.4	0.2	0.1	Sr
67	38	5.4	1.5	0.4	0.3	0.3	Sr
68	38	4	0.8	0.5	0.2	0.2	Sr
69	38	10.4	2.3	0.5	0.4	0.5	Sr
70	38	5.5	1.1	0.6	0.2	0.4	Sr
71	38	27.4	3.7	0.7	0.5	0.6	Sr
72	38	11.4	1.9	0.8	0.3	0.6	Sr
73	38	67.5	6.8	1.6	0.7	0.9	Sr
74	38	45.9	2.5	1.9	0.4	0.9	Sr
75	38	63.2	22.2	2.8	1.6	1.3	Sr
76	38	70.7	4.1	3.2	0.9	1.3	Sr
77	38	15.9	67.8	3.4	3.4	2.1	Sr
78	38	68.8	10.5	3.6	2.5	2.2	Sr
79	38	5.8	66.2	13.2	4.1	5.3	Sr
80	38	29.4	46.1	8.3	2.1	5.4	Sr
81	38	2.8	12	51.7	20.2	9.5	Sr
82	38	6.5	14	57.3	6.3	9.7	Sr
83	38	0	8	0.9	69	18.2	Sr
84	38	1.6	2.3	6.6	17.4	68.1	Sr
85	38	0	1.8	1.8	4.4	89.4	Sr
86	38	1.5	0.2	3.4	1.7	89.2	Sr
87	38	0	0.5	0	3	94	Sr
88	38	0	0	1.6	0.4	94.1	Sr
89	38	0	0	0	0.3	97.5	Sr
91	38	0	0	0	0.2	98	Sr
51	39	0	0	0	0	0	Y
52	39	0	0	0	0	0	Y
53	39	0	0	0	0	0	Y
54	39	0	0	0	0	0	Y
55	39	3	0.4	0	0	0	Y
56	39	3.6	0	0	0	0	Y
57	39	2.9	1	0	0	0	Y
58	39	3.9	0.4	0	0	0	Y
59	39	4.7	1.1	0.3	0	0	Y
60	39	5	0.6	0.2	0	0	Y
61	39	5	1.2	0.3	0.2	0	Y
62	39	6.3	0.7	0.4	0	0	Y
63	39	6.6	1.5	0.3	0.3	0.1	Y
64	39	7.7	0.8	0.5	0.2	0	Y
65	39	9	1.9	0.4	0.3	0.2	Y
66	39	12.3	0.9	0.5	0.2	0.2	Y
67	39	31.9	2.6	0.5	0.4	0.3	Y
68	39	30.6	1.1	0.7	0.2	0.3	Y
69	39	70.2	4.3	0.6	0.5	0.5	Y
70	39	65.5	1.6	0.8	0.3	0.5	Y
71	39	77	8.7	0.8	0.6	0.6	Y
72	39	83.1	2.7	1.3	0.3	0.7	Y
73	39	52.3	37.5	1.7	0.9	0.9	Y
74	39	84.2	5.2	2.7	0.5	1	Y
75	39	10.2	79.1	2.6	2	1.3	Y
76	39	67.8	20.5	4.6	1	1.4	Y
77	39	3.7	81.2	5.6	3.8	1.9	Y
78	39	18.9	62.2	10.3	2.4	2.5	Y
79	39	1.7	40.2	43.6	6.7	4.7	Y
80	39	8.1	17.2	63.5	2.2	5.9	Y
81	39	0.8	8.4	20.7	59	8.7	Y
82	39	3.1	4.8	63.1	15.6	10.9	Y
83	39	0	5.2	0.1	73.3	19.1	Y
84	39	0.7	0.8	5	7.1	84.6	Y
85	39	0	0.6	0.4	4	93.5	Y
86	39	0.3	0	1.7	1.9	94.4	Y
87	39	0	0.3	0	1.1	97.1	Y
88	39	0.1	0	0.4	0	97.9	Y
89	39	0	0.1	0	0.3	98.1	Y
90	39	0	0	0.1	0	98.3	Y
91	39	0	0	0	0.2	98.4	Y
93	39	0	0	0	0.1	98.6	Y
95	39	0	0	0	0.1	98.7	Y
55	40	0	0	0	0	0	Zr
57	40	0.2	0	0	0	0	Zr
58	40	0	0	0	0	0	Zr
59	40	1.5	0	0	0	0	Zr
60	40	0.7	0	0	0	0	Zr
61	40	1.5	0.4	0	0	0	Zr
62	40	1.5	0	0	0	0	Zr
63	40	1.8	0.7	0.1	0	0	Zr
64	40	1.7	0.4	0	0	0	Zr
65	40	1.9	0.8	0.2	0.1	0	Zr
66	40	1.9	0.5	0.2	0	0	Zr
67	40	2.8	0.9	0.3	0.2	0	Zr
68	40	2.3	0.5	0.3	0.1	0	Zr
69	40	3.6	1.2	0.3	0.3	0.1	Zr
70	40	2.8	0.6	0.4	0.2	0.1	Zr
71	40	5.3	1.6	0.4	0.3	0.3	Zr
72	40	4.2	0.8	0.5	0.2	0.2	Zr
73	40	11.8	2.4	0.5	0.4	0.5	Zr
74	40	7.9	1.3	0.6	0.3	0.4	Zr
75	40	45.9	3.8	0.8	0.5	0.6	Zr
76	40	17.2	2.1	0.9	0.3	0.6	Zr
77	40	68.6	6.6	1.8	0.7	0.9	Zr
78	40	47.1	2.7	2	0.4	0.9	Zr
79	40	63.8	19.2	2.6	1.6	1.2	Zr
80	40	68.5	4	3.4	0.8	1.2	Zr
81	40	16.3	66.6	4.7	3.6	2.3	Zr
82	40	60.4	17.8	3.8	3.1	2.3	Zr
83	40	1.4	69.2	9.2	7.7	5.3	Zr
84	40	5.4	15.1	60	5.6	7.8	Zr
85	40	0.8	5.1	6.4	60.8	23.5	Zr
86	40	2.8	1.5	7.5	17.3	65.9	Zr
87	40	0	3.2	1.9	5.7	85.9	Zr
88	40	3	0.4	3.1	1.5	86.8	Zr
89	40	0	1.3	0.2	4.6	91	Zr
90	40	1.2	0	3.9	0.3	89.4	Zr
91	40	0	0.3	0	2.1	94.9	Zr
92	40	0	0	1.2	0	94	Zr
93	40	0	0	0	0.3	97.3	Zr
95	40	0	0	0	0.2	97.8	Zr
97	40	0	0	0	0.1	98.2	Zr
55	41	0	0	0	0	0	Nb
56	41	0	0	0	0	0	Nb
57	41	0	0	0	0	0	Nb
58	41	1.7	0	0	0	0	Nb
59	41	2.7	0.5	0	0	0	Nb
60	41	3	0	0	0	0	Nb
61	41	2.9	0.9	0	0	0	Nb
62	41	3.5	0.4	0	0	0	Nb
63	41	3.4	1	0.2	0	0	Nb
64	41	4	0.6	0.1	0	0	Nb
65	41	4.1	1.1	0.3	0.2	0	Nb
66	41	4.9	0.6	0.4	0	0	Nb
67	41	6.2	1.3	0.3	0.3	0.1	Nb
68	41	6.5	0.7	0.4	0.2	0	Nb
69	41	11.4	1.8	0.4	0.3	0.2	Nb
70	41	9.7	0.9	0.5	0.2	0.1	Nb
71	41	25.4	2.6	0.5	0.4	0.3	Nb
72	41	29.7	1.2	0.6	0.2	0.3	Nb
73	41	70.8	4.3	0.6	0.5	0.5	Nb
74	41	77.5	1.9	0.9	0.3	0.5	Nb
75	41	78.9	9	1	0.6	0.7	Nb
76	41	85.2	3	1.5	0.4	0.7	Nb
77	41	55.8	33.8	1.8	0.9	0.9	Nb
78	41	83.7	5.5	2.7	0.5	1	Nb
79	41	12.5	76.5	2.6	2	1.2	Nb
80	41	70.3	17.6	4.5	1.1	1.3	Nb
81	41	4.7	78.2	7.6	4	2.1	Nb
82	41	14.8	62.9	13.1	2.9	2.8	Nb
83	41	0.6	35.4	38.8	17	4.9	Nb
84	41	3.1	4.8	64.8	16.2	8.9	Nb
85	41	0.1	3.4	3.7	53.6	37.2	Nb
86	41	0.8	0.3	7	6.6	83.3	Nb
87	41	0	0.9	0.2	8.2	88.9	Nb
88	41	0.5	0	2.1	1.1	94.5	Nb
89	41	0	0.4	0	1.5	96.3	Nb
90	41	0.3	0	0.7	0	97.3	Nb
91	41	0	0.2	0	1	97.2	Nb
92	41	0.1	0	0.3	0	97.9	Nb
93	41	0	0.1	0	0.3	98	Nb
94	41	0	0	0.1	0	98.1	Nb
95	41	0	0	0	0.2	98.3	Nb
97	41	0	0	0	0.2	98.5	Nb
99	41	0	0	0	0.1	98.7	Nb
57	42	0	0	0	0	0	Mo
59	42	0	0	0	0	0	Mo
60	42	0	0	0	0	0	Mo
61	42	0.6	0	0	0	0	Mo
62	42	0	0	0	0	0	Mo
63	42	1.4	0	0	0	0	Mo
64	42	0.8	0	0	0	0	Mo
65	42	1.5	0.5	0	0	0	Mo
66	42	1.5	0	0	0	0	Mo
67	42	1.7	0.7	0.1	0	0	Mo
68	42	1.6	0.4	0	0	0	Mo
69	42	2	0.8	0.3	0.1	0	Mo
70	42	1.8	0.5	0.2	0	0	Mo
71	42	2.6	0.9	0.3	0.2	0	Mo
72	42	2.4	0.6	0.3	0.1	0	Mo
73	42	3.9	1.2	0.3	0.3	0.2	Mo
74	42	3.5	0.7	0.4	0.2	0.1	Mo
75	42	7.1	1.6	0.4	0.3	0.3	Mo
76	42	5.5	0.9	0.5	0.2	0.3	Mo
77	42	13.5	2.5	0.5	0.4	0.5	Mo
78	42	8.7	1.5	0.6	0.3	0.4	Mo
79	42	46.5	4.1	0.8	0.5	0.6	Mo
80	42	18.2	2.5	0.9	0.3	0.6	Mo
81	42	73.3	7.4	2.4	0.7	0.9	Mo
82	42	66.2	3.7	2.7	0.5	0.9	Mo
83	42	11.8	71	1.9	3.3	1.3	Mo
84	42	18.1	63.1	6.7	3.1	2.1	Mo
85	42	1.9	14.2	61.6	11.9	5.9	Mo
86	42	4.2	4.3	60.9	15.4	8.4	Mo
87	42	1	4.8	3	40	47	Mo
88	42	4.2	1.5	5.9	5.6	75.4	Mo
89	42	0.6	5.5	1.9	5	83.3	Mo
90	42	5	1.1	4	2	80.9	Mo
91	42	0	4.7	0.1	7	84.5	Mo
92	42	4	1.2	3.7	1.7	82.4	Mo
93	42	0	1.2	0.5	4.3	90.7	Mo
94	42	2.4	0	4.7	1.3	84.9	Mo
95	42	0	0.5	0	2	94.5	Mo
96	42	0.2	0	2.2	0	91.8	Mo
97	42	0	0	0	0.7	96.6	Mo
98	42	0	0	0.1	0	96.2	Mo
99	42	0	0	0	0.1	97.9	Mo
101	42	0	0	0	0.1	98.2	Mo
55	43	0	0	0	0	0	Tc
56	43	0	0	0	0	0	Tc
57	43	0	0	0	0	0	Tc
58	43	0	0	0	0	0	Tc
59	43	0	0	0	0	0	Tc
60	43	0	0	0	0	0	Tc
61	43	0	0	0	0	0	Tc
62	43	1.7	0	0	0	0	Tc
63	43	2.5	0.5	0	0	0	Tc
64	43	2.8	0	0	0	0	Tc
65	43	2.7	0.9	0	0	0	Tc
66	43	3.2	0.4	0	0	0	Tc
67	43	3.3	0.9	0.3	0	0	Tc
68	43	3.7	0.5	0.2	0	0	Tc
69	43	4.1	1.1	0.3	0.2	0	Tc
70	43	4.3	0.6	0.4	0	0	Tc
71	43	5.9	1.4	0.3	0.3	0.1	Tc
72	43	7	0.7	0.4	0.2	0	Tc
73	43	11.2	1.8	0.4	0.3	0.2	Tc
74	43	16.3	0.9	0.6	0.2	0.2	Tc
75	43	40.7	2.7	0.5	0.4	0.3	Tc
76	43	52.3	1.3	0.7	0.2	0.3	Tc
77	43	72.1	4.4	0.6	0.5	0.5	Tc
78	43	77.9	2.1	0.9	0.3	0.5	Tc
79	43	78.2	8.7	0.9	0.6	0.6	Tc
80	43	84.7	3.1	1.6	0.3	0.7	Tc
81	43	52.6	36.5	2.2	0.9	0.9	Tc
82	43	79.8	8.8	3.6	0.6	1	Tc
83	43	3.8	83.8	2.6	3.6	1.3	Tc
84	43	6.7	33.2	51.9	3.2	2.6	Tc
85	43	0.3	8.8	29.7	53.2	5.7	Tc
86	43	2.5	2.2	22.8	58.7	11.7	Tc
87	43	0	3.2	1.7	22.9	69.9	Tc
88	43	1.5	0.6	7.6	2.9	85.2	Tc
89	43	0	1.6	0.3	8.4	87.5	Tc
90	43	1.1	0	6.4	1.2	89.2	Tc
91	43	0	1	0	6.5	90.5	Tc
92	43	0.8	0	3	0.5	93.7	Tc
93	43	0	0.6	0	2	95.6	Tc
94	43	0.5	0	1.4	0	96.1	Tc
95	43	0	0.4	0	1.6	96.1	Tc
96	43	0.4	0	1	0	96.3	Tc
97	43	0	0.2	0	1	97.2	Tc
98	43	0.1	0	0.4	0	97.6	Tc
99	43	0	0	0	0.2	98.3	Tc
101	43	0	0	0	0.2	98.5	Tc
103	43	0	0	0	0.1	98.7	Tc
59	44	0	0	0	0	0	Ru
